Pablo;pabl.0o;帕布罗[pà bù luō],帕布羅[pà bù luō]
peranto;per.0anto;中人[zhōng rén]
peranto;per.0anto;中間人[zhōng jiān rén],中间人[zhōng jiān rén]
peranto;per.0anto;經紀人[jīng jì rén],经纪人[jīng jì rén]
peranto;per.0anto;調停者[tiáo tíng zhě],调停者[tiáo tíng zhě]
peranto;per.0anto;仲介[zhòng jiè]
peranto;per.0anto;介紹人[jiè shào rén],介绍人[jiè shào rén]
peranto;per.0anto;調停人[tiáo tíng rén],调停人[tiáo tíng rén]
peranto;per.0anto;調解人[tiáo jiě rén],调解人[tiáo jiě rén]
pere de;per.0ede;藉由[jiè yóu]
pere de;per.0ede;凭借[píng jiè],憑借[píng jiè]
pere de;per.0ede;凭靠[píng kào],憑靠[píng kào]
pere de;per.0ede;藉着[jiè zhe],藉著[jiè zhe]
peri;per.0i.KOMUNE;劝和[quàn hé],勸和[quàn hé]
peri;per.0i.KOMUNE;圆场[yuán chǎng],圓場[yuán chǎng]
peri;per.0i.KOMUNE;拉皮条[lā pí tiáo],拉皮條[lā pí tiáo]
peri;per.0i.KOMUNE;排解[pái jiě]
peri;per.0i.KOMUNE;疏解[shū jiě]
peri;per.0i.KOMUNE;調解[tiáo jiě],调解[tiáo jiě]
perilo;per.0ilo;中介[zhōng jiè]
perilo;per.0ilo;介質[jiè zhì],介质[jiè zhì]
perilo;per.0ilo;媒介[méi jiè]
ĉi-pere;per.cxi0e;兹[zī],茲[zī]
ĉi-pere;per.cxi0e;特此[tè cǐ]
senpera;per.sen0a;迳直[jìng zhí],逕直[jìng zhí]
senpera;per.sen0a;直接[zhí jiē]
senpera;per.sen0a;径直[jìng zhí],徑直[jìng zhí]
senpera;per.sen0a;成方形[chéng fāng xíng]
senpera;per.sen0a;照直[zhào zhí]
senpera;per.sen0a;直按[zhí àn]
edzperanto;;媒[méi]
senpere;per.sen0e;一径[yī jìng],一徑[yī jìng]
senpere;per.sen0e;直[zhí]
senpere;per.sen0e;迎面而來[yíng miàn ér lái],迎面而来[yíng miàn ér lái]
perceptebla;percep.0ebla;可以感覺到[kě yǐ gǎn jué dào],可以感觉到[kě yǐ gǎn jué dào]
perceptebla;percep.0ebla;可看到[kě kàn dào]
perceptebla;percep.0ebla;可覺察[kě jué chá],可觉察[kě jué chá]
perceptebla;percep.0ebla;可感覺[kě gǎn jué],可感觉[kě gǎn jué]
perceptebla;percep.0ebla;可知[kě zhī]
perceptebla;percep.0ebla;可認識[kě rèn shi],可认识[kě rèn shi]
percepti;percep.0i;覺察[jué chá],觉察[jué chá]
percepti;percep.0i;察覺[chá jué],察觉[chá jué]
percepti;percep.0i;感覺到[gǎn jué dào],感觉到[gǎn jué dào]
percepto;percep.0o;知覺[zhī jué],知觉[zhī jué]
percepto;percep.0o;觀察力[guān chá lì],观察力[guān chá lì]
perdi;perd.0i;丟失[diū shī],丢失[diū shī]
perdi;perd.0i;丧失[sàng shī],喪失[sàng shī]
perdi;perd.0i;失去[shī qù]
perdi;perd.0i;弄丟[nòng diū],弄丢[nòng diū]
perdi;perd.0i;輸掉[shū diào],输掉[shū diào]
perdiĝi;perd.0igxi;轉向[zhuàn xiàng],转向[zhuàn xiàng]
perdiĝi;perd.0igxi;迷路[mí lù]
perdiĝi;perd.0igxi;失去[shī qù]
disperdi;perd.dis0i;涣然冰释[huàn rán bīng shì],渙然冰釋[huàn rán bīng shì]
forperdiĝi;perd.for0igxi;涣然冰释[huàn rán bīng shì],渙然冰釋[huàn rán bīng shì]
forperdiĝi;perd.for0igxi;消失[xiāo shī]
perdriko;perdrik.0o;鴣[gū],鸪[gū]
perdriko;perdrik.0o;鷓[zhè],鹧[zhè]
perei;pere.0i;殒[yǔn],殞[yǔn]
perei;pere.0i;消滅[xiāo miè],消灭[xiāo miè]
perei;pere.0i;消亡[xiāo wáng]
perei;pere.0i;殒命[yǔn mìng],殞命[yǔn mìng]
perei;pere.0i;沦没丧亡[lún mò sàng wáng],淪沒喪亡[lún mò sàng wáng]
perei;pere.0i;遇难[yù nàn],遇難[yù nàn]
perei;pere.0i;陨命[yǔn mìng],隕命[yǔn mìng]
pereiga;pere.0iga;災難[zāi nàn],灾难[zāi nàn]
pereigi;pere.0igi;损毁[sǔn huǐ],損毀[sǔn huǐ]
pereigi;pere.0igi;摧残[cuī cán],摧殘[cuī cán]
pereigi;pere.0igi;残[cán],殘[cán]
pereigi;pere.0igi;毀滅[huǐ miè],毁灭[huǐ miè]
pereigi;pere.0igi;偾[fèn],僨[fèn]
pereigi;pere.0igi;摧毀[cuī huǐ],摧毁[cuī huǐ]
pereigi;pere.0igi;殄[tiǎn]
pereigi;pere.0igi;残害[cán hài],殘害[cán hài]
pereigi;pere.0igi;歼[jiān],殲[jiān]
pereigi;pere.0igi;毀壞[huǐ huài],毁坏[huǐ huài]
forperei;pere.for0i;寂滅[jì miè],寂灭[jì miè]
forperei;pere.for0i;死絕[sǐ jué],死绝[sǐ jué]
forperei;pere.for0i;熄滅[xī miè],熄灭[xī miè]
ŝippereo;pere.sxip0o;沉船[chén chuán]
ŝippereo;pere.sxip0o;遇难船[yù nán chuán],遇難船[yù nán chuán]
perfekta;perfek.0a;十全十美[shí quán shí měi]
perfekta;perfek.0a;完備[wán bèi],完备[wán bèi]
perfekta;perfek.0a;完美[wán měi]
perfekta;perfek.0a;理想[lǐ xiǎng]
perfekta;perfek.0a;十全[shí quán]
perfekta;perfek.0a;完善[wán shàn]
perfekta;perfek.0a;完美无缺[wán měi wú quē],完美無缺[wán měi wú quē]
perfekta;perfek.0a;大備[dà bèi],大备[dà bèi]
perfida;perfid.0a;口蜜腹剑[kǒu mì fù jiàn],口蜜腹劍[kǒu mì fù jiàn]
perfida;perfid.0a;奸猾[jiān huá]
perfidi;perfid.0i;背叛[bèi pàn]
perfidi;perfid.0i;叛[pàn]
perfidi;perfid.0i;叛卖[pàn mài],叛賣[pàn mài]
perfidi;perfid.0i;泄密[xiè mì]
perfido;perfid.0o;出卖[chū mài],出賣[chū mài]
perfido;perfid.0o;变节[biàn jié],變節[biàn jié]
perfido;perfid.0o;奸詐[jiān zhà],奸诈[jiān zhà]
perfidulo;perfid.0ulo;叛徒[pàn tú]
perfidulo;perfid.0ulo;宄[guǐ]
perfidulo;perfid.0ulo;奸[jiān],姦[jiān]
perfidulo;perfid.0ulo;逆[nì]
perfidulo;perfid.0ulo;奸[jiān]
perfidulo;perfid.0ulo;背叛者[bèi pàn zhě]
perfidulo;perfid.0ulo;汉奸[hàn jiān],漢奸[hàn jiān]
perfidulo;perfid.0ulo;二鬼子[èr guǐ zi]
elperfidi;perfid.el0i;泄密[xiè mì]
ŝtatperfido;perfid.sxtat0o;叛国罪[pàn guó zuì],叛國罪[pàn guó zuì]
ŝtatperfido;perfid.sxtat0o;謀叛[móu pàn],谋叛[móu pàn]
ŝtatperfido;perfid.sxtat0o;內亂罪[nèi luàn zuì],内乱罪[nèi luàn zuì]
ŝtatperfido;perfid.sxtat0o;叛国[pàn guó],叛國[pàn guó]
pergameno;pergam.0o;羊皮紙[yáng pí zhǐ],羊皮纸[yáng pí zhǐ]
pergameno;pergam.0o;羊皮紙文件[yáng pí zhǐ wén jiàn],羊皮纸文件[yáng pí zhǐ wén jiàn]
pergameno;pergam.0o;羊皮卷[yáng pí juàn],羊皮捲[yáng pí juàn]
peridoto;peridot.0o;橄榄石[gǎn lǎn shí],橄欖石[gǎn lǎn shí]
periferia;perife.0a;外围[wài wéi],外圍[wài wéi]
periferio;perife.0o;周边[zhōu biān],周邊[zhōu biān]
periferio;perife.0o;外围[wài wéi],外圍[wài wéi]
periferio;perife.0o;周边[zhōu biān],週邊[zhōu biān]
perigeo;perige.0o;近地点[jìn dì diǎn],近地點[jìn dì diǎn]
perihelio;perihe.0o;近日点[jìn rì diǎn],近日點[jìn rì diǎn]
perikardo;perika.0o;心包[xīn bāo]
perikarpo;perika1.0o;果皮[guǒ pí]
perimetro;perime.0o;周長[zhōu cháng],周长[zhōu cháng]
perineo;perine.0o;会阴[huì yīn],會陰[huì yīn]
periodaĵo;period.0ajxo;期刊[qī kān]
Perioda tabelo;period.0atabelo;元素周期表[yuán sù zhōu qī biǎo],元素週期表[yuán sù zhōu qī biǎo]
Perioda tabelo;period.0atabelo;周期表[zhōu qī biǎo],週期表[zhōu qī biǎo]
periodo;period.0o;周期[zhōu qī],週期[zhōu qī]
periodo;period.0o;期[qī]
periodo;period.0o;期間[qī jiān],期间[qī jiān]
periodo;period.0o;时期[shí qī],時期[shí qī]
periodo;period.0o;时代[shí dài],時代[shí dài]
periodo;period.0o;历时[lì shí],歷時[lì shí]
periodo;period.0o;阵子[zhèn zi],陣子[zhèn zi]
mandatperiodo;period.mandat0o;任期[rèn qī]
peripetio;peripeti.0o;轉折點[zhuǎn zhé diǎn],转折点[zhuǎn zhé diǎn]
peripetio;peripeti.0o;契机[qì jī],契機[qì jī]
peripetio;peripeti.0o;轉捩點[zhuǎn liè diǎn],转捩点[zhuǎn liè diǎn]
periskopo;perisk.0o;潛望鏡[qián wàng jìng],潜望镜[qián wàng jìng]
peritoneo;perito.0o;腹膜[fù mó]
peritoneo;perito.0o;腹膜[fù mò]
perko;perk.0o.KOMUNE;魣[yú]
perko;perk.0o.KOMUNE;鮊[bó],鲌[bó]
perko;perk.0o.KOMUNE;鱸[lú],鲈[lú]
perko;perk.0o.KOMUNE;鱸魚[lú yú],鲈鱼[lú yú]
perkoformaj;perk.0oformaj;鱸形目[lú xíng mù],鲈形目[lú xíng mù]
perknoptero;perknopter.0o;白兀鷲[bái wù jiù],白兀鹫[bái wù jiù]
perlo;perl.0o;珠[zhū]
perlo;perl.0o;珠子[zhū zi]
perlo;perl.0o;珍珠[zhēn zhū]
perlo;perl.0o;璸[bīn]
perlo;perl.0o;明珠[míng zhū]
perlo;perl.0o;玭[pín]
perlamoto;perlam.0o;珧[yáo]
perlamoto;perlam.0o;瑤[yáo],瑶[yáo]
perlamoto;perlam.0o;珠母貝[zhū mǔ bèi],珠母贝[zhū mǔ bèi]
permafrosto;permafrost.0o;冻土[dòng tǔ],凍土[dòng tǔ]
permafrosto;permafrost.0o;多年冻土[duō nián dòng tǔ],多年凍土[duō nián dòng tǔ]
permafrosto;permafrost.0o;永冻土[yǒng dòng tǔ],永凍土[yǒng dòng tǔ]
permafrosto;permafrost.0o;永冻冰[yǒng dòng bīng],永凍冰[yǒng dòng bīng]
permanenta;permanent.0a;常任[cháng rèn]
permanenta;permanent.0a;恆[héng],恒[héng]
permanenta;permanent.0a;持久[chí jiǔ]
permanenta;permanent.0a;永久性[yǒng jiǔ xìng]
permanenta;permanent.0a;永久[yǒng jiǔ]
permanenta;permanent.0a;常住[cháng zhù]
permeabla;permeabl.0a;透水[tòu shuǐ]
permesema;permes.0ema;宽容[kuān róng],寬容[kuān róng]
permesi;permes.0i;允許[yǔn xǔ],允许[yǔn xǔ]
permesi;permes.0i;准許[zhǔn xǔ],准许[zhǔn xǔ]
permesi;permes.0i;許可[xǔ kě],许可[xǔ kě]
permesi;permes.0i;允[yǔn]
permesi;permes.0i;准[zhǔn],準[zhǔn]
permesi;permes.0i;准予[zhǔn yǔ]
permesi;permes.0i;容許[róng xǔ],容许[róng xǔ]
permesi;permes.0i;許[xǔ],许[xǔ]
permesi;permes.0i;开许[kāi xǔ],開許[kāi xǔ]
permesi;permes.0i;应许[yīng xǔ],應許[yīng xǔ]
permesilo;permes.0ilo;執照[zhí zhào],执照[zhí zhào]
permesilo;permes.0ilo;許可證[xǔ kě zhèng],许可证[xǔ kě zhèng]
permesilo;permes.0ilo;許可[xǔ kě],许可[xǔ kě]
permesilo;permes.0ilo;牌照[pái zhào]
permeso;permes.0o;准許[zhǔn xǔ],准许[zhǔn xǔ]
permeso;permes.0o;許可[xǔ kě],许可[xǔ kě]
permeso;permes.0o;許可證[xǔ kě zhèng],许可证[xǔ kě zhèng]
permeso;permes.0o;允准[yǔn zhǔn]
elirmalpermeso;permes.elirmal0o;禁止外出[jìn zhǐ wài chū]
elirmalpermeso;permes.elirmal0o;宵禁[xiāo jìn]
elirmalpermeso;permes.elirmal0o;禁夜[jìn yè]
stirpermesilo;permes.konduk0ilo;駕照[jià zhào],驾照[jià zhào]
stirpermesilo;permes.konduk0ilo;駕駛證[jià shǐ zhèng],驾驶证[jià shǐ zhèng]
stirpermesilo;permes.konduk0ilo;駕駛執照[jià shǐ zhí zhào],驾驶执照[jià shǐ zhí zhào]
stirpermesilo;permes.konduk0ilo;驾驶执照[jia shi zhí zhào]
malpermesi;permes.mal0i;禁[jìn]
malpermesi;permes.mal0i;不准[bù zhǔn]
malpermesi;permes.mal0i;禁止[jìn zhǐ]
malpermesi;permes.mal0i;禁制[jìn zhì]
malpermesi;permes.mal0i;取締[qǔ dì],取缔[qǔ dì]
permio;permi.0o;二迭紀[èr dié jì],二迭纪[èr dié jì]
permio;permi.0o;二叠纪[Àr dié jì],二疊紀[Àr dié jì]
permio;permi.0o;二迭紀[Àr dié jì],二迭纪[Àr dié jì]
permutaĵo;permut.0ajxo;置换[zhì huàn],置換[zhì huàn]
permuti;permut.0i;置换[zhì huàn],置換[zhì huàn]
permuto;permut.0o.bijekcio;置换[zhì huàn],置換[zhì huàn]
perpendiklo;perpen.0o;竖[shù],豎[shù]
perpendikulara;perpen1.0a;垂直[chuí zhí]
perpendikulara;perpen1.0a;相垂直的[xiāng chuí zhí de]
perpendikulara;perpen1.0a;竖[shù],豎[shù]
perpendikulara;perpen1.0a;立式[lì shì]
perpendikulara;perpen1.0a;縱[zōng],纵[zōng]
perpendikulara;perpen1.0a;鉛垂的[qiān chuí de],铅垂的[qiān chuí de]
perpendikulara;perpen1.0a;頂點的[dǐng diǎn de],顶点的[dǐng diǎn de]
perpendikularo;perpen1.0o;垂線[chuí xiàn],垂线[chuí xiàn]
perpendikularo;perpen1.0o;竖[shù],豎[shù]
perpleksa;perple.0a;裴回[péi huí]
perpleksa;perple.0a;手足无措[shǒu zú wú cuò],手足無措[shǒu zú wú cuò]
perpleksiĝi;perple.0igxi;沉不住气[chén bù zhù qì],沉不住氣[chén bù zhù qì]
perpleksiĝi;perple.0igxi;迷惘[mí wǎng]
perplekso;perple.0o;大恐慌[dài kǒng huāng]
persa;pers.0a;帕西[Pà xī]
persa;pers.0a;波斯語[Bō sī yǔ],波斯语[Bō sī yǔ]
perso;pers.0o;波斯人[bō sī rén]
Persio;pers.P0io;波斯[Bō sī]
Persujo;pers.P0ujo;波斯[Bō sī]
Perseo;perse.0o;英仙座[Yīng xiān zuò]
Perseo;perse.0o;英仙座[yīng xiān zuò]
persekuti;persek.0i;廹[pò],迫[pò]
persekuti;persek.0i;迫害[pò hài]
persiko;persik.0o;桃子[táo zi]
persiko;persik.0o;桃[táo]
persiko;persik.0o;桃树[táo shù],桃樹[táo shù]
persiko;persik.0o;油桃[yóu táo]
persimono;persimon.0o;柿[shì]
persimonujo;;柿子[shì zi]
persistema;persis.0ema;坚韧[jiān rèn],堅韌[jiān rèn]
persistema;persis.0ema;坚持不懈[jiān chí bù xiè],堅持不懈[jiān chí bù xiè]
persistema;persis.0ema;毅[yì]
persistema;persis.0ema;恆心[héng xīn],恒心[héng xīn]
persistema;persis.0ema;坚毅[jiān yì],堅毅[jiān yì]
persisti;persis.0i;持久[chí jiǔ]
persisti;persis.0i;坚执[jiān zhí],堅執[jiān zhí]
persisti;persis.0i;持續[chí xù],持续[chí xù]
persisto;persis.0o;恒[héng]
persisto;persis.0o;毅力[yì lì]
persisto;persis.0o;有恆[yǒu héng],有恒[yǒu héng]
persisto;persis.0o;恆心[héng xīn],恒心[héng xīn]
persisto;persis.0o;毅[yì]
persisto;persis.0o;韌勁[rèn jìn],韧劲[rèn jìn]
persisto;persis.0o;坚毅[jiān yì],堅毅[jiān yì]
persisto;persis.0o;忍耐力[rěn nài lì]
persisto;persis.0o;耐力[nài lì]
persisto;persis.0o;余辉[yú huī],餘輝[yú huī]
persona;person.0a;自己[zì jǐ]
persona;person.0a;私[sī]
persona;person.0a;私人[sī rén]
persona;person.0a;亲身[qīn shēn],親身[qīn shēn]
persona;person.0a;人身[rén shēn]
personaĵo;person.0ajxo.trajto;气质[qì zhì],氣質[qì zhì]
personaĵo;person.0ajxo.trajto;特質[tè zhì],特质[tè zhì]
personaro;person.0aro;一群人[yī qún rén]
persone;person.0e;亲自[qīn zì],親自[qīn zì]
personeco;person.0eco;人士[rén shì]
personeco;person.0eco;个性[gè xìng],個性[gè xìng]
personeco;person.0eco;人格[rén gé]
personigo;person.0igo;拟人[nǐ rén],擬人[nǐ rén]
persono;person.0o;庈[qín]
persono;person.0o;员[yuán],員[yuán]
jura persono;person.jura0o;法人[fǎ rén]
jura persono;person.jura0o;企业法人[qì yè fǎ rén],企業法人[qì yè fǎ rén]
jura persono;person.jura0o;法人实体[fǎ rén shí tǐ],法人實體[fǎ rén shí tǐ]
natura persono;person.natura0o;自然人[zì rán rén]
perspektivo;perspe.0o;前景[qián jǐng]
perspektivo;perspe.0o;透視[tòu shì],透视[tòu shì]
perspektivo;perspe.0o;方面[fāng miàn]
perspektivo;perspe.0o;視角[shì jiǎo],视角[shì jiǎo]
perspektivo;perspe.0o;远景[yuǎn jǐng],遠景[yuǎn jǐng]
longperspektiva;perspe.long0a.FIG;远期[yuǎn qī],遠期[yuǎn qī]
longperspektiva;perspe.long0a.FIG;長線[cháng xiàn],长线[cháng xiàn]
longperspektiva;perspe.long0a.FIG;長期[cháng qī],长期[cháng qī]
longperspektiva;perspe.long0a.FIG;長遠[cháng yuǎn],长远[cháng yuǎn]
longperspektiva;perspe.long0a.FIG;長期有效[cháng qī yǒu xiào],长期有效[cháng qī yǒu xiào]
mallongperspektiva;perspe.mallong0a.FIG;短期內[duǎn qī nèi],短期内[duǎn qī nèi]
mallongperspektiva;perspe.mallong0a.FIG;短时间[duǎn shí jiān],短時間[duǎn shí jiān]
mallongperspektiva;perspe.mallong0a.FIG;短期[duǎn qī]
persvadi;persva.0i;說服[shuō fú],说服[shuō fú]
persvadi;persva.0i;劝[quàn],勸[quàn]
persvadi;persva.0i;相劝[xiāng quàn],相勸[xiāng quàn]
persvadi;persva.0i;說[shuì],说[shuì]
persvadi;persva.0i;說動[shuō dòng],说动[shuō dòng]
persvadi;persva.0i;折服[zhé fú]
persvadi;persva.0i;說通[shuō tōng],说通[shuō tōng]
Perto;pert.0o;帕斯[Pà sī]
Perto;pert.0o;珀斯[Pò sī]
perturbi;pertur.0i;扰乱[rǎo luàn],擾亂[rǎo luàn]
perturbi;pertur.0i;打扰[dǎ rǎo],打擾[dǎ rǎo]
perturbi;pertur.0i;干扰[gān rǎo],干擾[gān rǎo]
perturbi;pertur.0i;碍[ài],礙[ài]
perturbi;pertur.0i;扰[rǎo],擾[rǎo]
perturbiĝi;pertur.0igxi;七上八下[qī shàng bā xià]
perturbo;pertur.0o;扰乱[rǎo luàn],擾亂[rǎo luàn]
perturbo;pertur.0o;風波[fēng bō],风波[fēng bō]
perturbo;pertur.0o;干涉[gān shè]
perturbo;pertur.0o;騷動[sāo dòng],骚动[sāo dòng]
peruano;peru.0ano;秘魯人[bì lǔ rén],秘鲁人[bì lǔ rén]
Peruo;peru.P0o;秘魯[Bì lǔ],秘鲁[Bì lǔ]
peruko;peruk.0o;假发[jiǎ fà],假髮[jiǎ fà]
peruko;peruk.0o;鬄[dí]
peruko;peruk.0o;髲[pì]
peruko;peruk.0o;头套[tóu tào],頭套[tóu tào]
perversa;perver.0a;倒錯[dào cuò],倒错[dào cuò]
perversa;perver.0a;死变态[sǐ biàn tài],死變態[sǐ biàn tài]
pesi;pes.0i.pezon;称重[chēng zhòng],稱重[chēng zhòng]
pesi;pes.0i.pezon;权衡[quán héng],權衡[quán héng]
pesi;pes.0i.pezon;称定[chèn dìng],稱定[chèn dìng]
pesi;pes.0i.pezon;敪[duó]
pesi;pes.0i.pezon;衡[héng]
pesi;pes.0i.pezon;称出[chèn chū],稱出[chèn chū]
pesi;pes.0i.pezon;衡量[héng liáng]
pesi;pes.0i.valoron;权衡[quán héng],權衡[quán héng]
pesi;pes.0i.valoron;衡量[héng liáng]
pesi;pes.0i.valoron;估值[gū zhí]
pesi;pes.0i.valoron;估产[gū chǎn],估產[gū chǎn]
pesi;pes.0i.valoron;加权[jiā quán],加權[jiā quán]
pesi;pes.0i.valoron;推敲[tuī qiāo]
pesi;pes.0i.valoron;斟酌[zhēn zhuó]
pesilo;pes.0ilo;天平[tiān píng]
pesilo;pes.0ilo;衡器[héng qì]
Pesilo;pes.P0ilo;天秤座[Tiān chèng zuò]
pesario;pesari.0o;子宫托[zǐ gōng tuō],子宮托[zǐ gōng tuō]
peseto;peset.0o;比塞塔[bǐ sāi tǎ]
pesimisto;pesimi.0o;厌世者[yàn shì zhě],厭世者[yàn shì zhě]
pesimisto;pesimi.0o;悲觀主義者[bēi guān zhǔ yì zhě],悲观主义者[bēi guān zhǔ yì zhě]
pesimisto;pesimi.0o;悲觀論者[bēi guān lùn zhě],悲观论者[bēi guān lùn zhě]
pesimisto;pesimi.0o;忧时之士[yōu shí zhī shì],憂時之士[yōu shí zhī shì]
pesimismo;pesimi1.0o;悲觀主義[bēi guān zhǔ yì],悲观主义[bēi guān zhǔ yì]
pesto;pest.0o;疠[lì],癘[lì]
pesto;pest.0o;腺鼠疫[xiàn shǔ yì]
pesticido;pesticid.0o;农药[nóng yào],農藥[nóng yào]
pesticido;pesticid.0o;杀虫剂[shā chóng jì],殺蟲劑[shā chóng jì]
pesticido;pesticid.0o;化学杀虫剂[huà xué shā chóng jì],化學殺蟲劑[huà xué shā chóng jì]
Peŝavaro;pesxavar.0;白沙瓦[Bái shā wǎ]
petegi;pet.0egi;祷[dǎo],禱[dǎo]
petegi;pet.0egi;乞求[qǐ qiú]
petegi;pet.0egi;恳求[kěn qiú],懇求[kěn qiú]
petegi;pet.0egi;央告[yāng gào]
peto;pet.0o;請願[qǐng yuàn],请愿[qǐng yuàn]
forpeti;pet.for0i;請假[qǐng jià],请假[qǐng jià]
petalo;petal.0o;花瓣[huā bàn]
petalo;petal.0o;瓣[bàn]
petardo;petard.0o;鞭炮[biān pào]
petardo;petard.0o;炮仗[pào zhang]
petardo;petard.0o;炮竹[pào zhú]
petardo;petard.0o;爆竹[bào zhú]
petardo;petard.0o;爆仗[bào zhang]
petazito;petazit.0o;苳[dōng]
Sankt-Peterburgo;peterburg.0o;彼得堡[Bǐ dé bǎo]
Sankt-Peterburgo;peterburg.0o;圣彼得堡[Shèng bǐ dé bǎo],聖彼得堡[Shèng bǐ dé bǎo]
peticio;petici.0o;申請書[shēn qǐng shū],申请书[shēn qǐng shū]
peticio;petici.0o;請願[qǐng yuàn],请愿[qǐng yuàn]
peticio;petici.0o;請願書[qǐng yuàn shū],请愿书[qǐng yuàn shū]
peticio;petici.0o;恳求[kěn qiú],懇求[kěn qiú]
peticio;petici.0o;书面申请[shū miàn shēn qǐng],書面申請[shū miàn shēn qǐng]
petiolo;petiol.0o;叶柄[yè bǐng],葉柄[yè bǐng]
petolema;petol.0ema;輕窕[qīng tiǎo],轻窕[qīng tiǎo]
petoli;petol.0i;嬉戏[xī xì],嬉戲[xī xì]
petoli;petol.0i;說著玩[shuō zhe wán],说着玩[shuō zhe wán]
Pedro;petr.0o.NOM;彼得[Bǐ dé]
petro;petr1.0o.rokajxo;石[shí]
petrolo;petrol.0o;石油[shí yóu]
Organizaĵo de Petrol-Eksportaj Landoj;petrol.Org0oEkspLandoj;欧佩克[Āu pèi kè],歐佩克[Āu pèi kè]
Organizaĵo de Petrol-Eksportaj Landoj;petrol.Org0oEkspLandoj;石油輸出國組織[Shí yóu Shū chū guó Zǔ zhī],石油输出国组织[Shí yóu Shū chū guó Zǔ zhī]
petromizo;petrom.0o;八目鰻[bā mù mán],八目鳗[bā mù mán]
petroselo;petros.0o;荷兰芹[hé lán qín],荷蘭芹[hé lán qín]
petroselo;petros.0o;欧芹[ōu qín],歐芹[ōu qín]
petroselo;petros.0o;洋芫荽[yáng yán sui]
petroselo;petros.0o;香芹[xiāng qín]
peza;pez.0a;繁重[fán zhòng]
peza;pez.0a;笨重[bèn zhòng]
peza;pez.0a;重[zhòng]
pezaĵo;pez.0ajxo;累贅[léi zhui],累赘[léi zhui]
pezaĵo;pez.0ajxo;負擔[fù dān],负担[fù dān]
pezaĵo;pez.0ajxo;負重[fù zhòng],负重[fù zhòng]
pezaĵo;pez.0ajxo;貨載量[huò zài liàng],货载量[huò zài liàng]
pezaĵo;pez.0ajxo;重物[chóng wù]
pezi;pez.0i;称重[chēng zhòng],稱重[chēng zhòng]
pezilo;pez.0ilo;分量[fèn liang]
pezo;pez.0o;重量[zhòng liàng]
pezo;pez.0o;斤两[jīn liǎng],斤兩[jīn liǎng]
egalpezo;pez.egal0o;平衡[píng héng]
kontraŭpezi;pez.kontraux0i;抗衡[kàng héng]
kontraŭpezi;pez.kontraux0i;抵消[dǐ xiāo]
kontraŭpezi;pez.kontraux0i;补偿[bǔ cháng],補償[bǔ cháng]
kontraŭpezi;pez.kontraux0i;补回[bǔ huí],補回[bǔ huí]
kontraŭpezo;pez.kontraux0o.KOMUNE;配重[pèi zhòng]
kontraŭpezo;pez.kontraux0o.KOMUNE;重鐵[zhòng tiě],重铁[zhòng tiě]
kontraŭpezo;pez.kontraux0o.KOMUNE;均势[jūn shì],均勢[jūn shì]
kontraŭpezo;pez.kontraux0o.KOMUNE;对重[duì zhòng],對重[duì zhòng]
kontraŭpezo;pez.kontraux0o.KOMUNE;平衡力[píng héng lì]
kontraŭpezo;pez.kontraux0o.KOMUNE;平衡物[píng héng wù]
kontraŭpezo;pez.kontraux0o.KOMUNE;平衡重[píng héng zhòng]
kontraŭpezo;pez.kontraux0o.KOMUNE;抗衡[kàng héng]
kontraŭpezo;pez.kontraux0o.KOMUNE;称锤[chèn chuí],稱錘[chèn chuí]
malpeza;pez.mal0a;輕[qīng],轻[qīng]
malpeza;pez.mal0a;輕型[qīng xíng],轻型[qīng xíng]
malpezigi;pez.mal0igi;心情輕鬆[xīn qíng qīng sōng],心情轻松[xīn qíng qīng sōng]
malpezigi;pez.mal0igi;减轻[jiǎn qīng],減輕[jiǎn qīng]
multepeza;pez.multe0a;沉甸甸[chén diàn diàn]
pezigi;;硾[zhuì]
superpezi;pez.super0i;劝服[quàn fú],勸服[quàn fú]
plipezo;pez.super0o;超重[chāo zhòng]
pfenigo;pfenig.0o;分尼[fēn ní]
pfenigo;pfenig.0o;芬尼[fēn ní]
pia;pi.0a;虔誠[qián chéng],虔诚[qián chéng]
piano;pian.0o;鋼琴[gāng qín],钢琴[gāng qín]
pianolo;pianol.0o;自动钢琴[zì dòng gāng qín],自動鋼琴[zì dòng gāng qín]
