fabo;fab.0o.BOT;蚕豆[cán dòu]
frosto;frost.0o;霜[shuāng]
frosto;frost.0o;致冷[zhì lěng]
frostujo;frost.0ujo;冷冻柜[lěng dòng guì]
ĉiamfrosto;;永冻冰[yǒng dòng bīng]
froti;frot.0i;揉搓[róu cuō]
froti;frot.0i;蹭破[céng pò]
froti;frot.0i;挼[ruó]
froto;frot.0o.FIZ;磨擦[mó cā]
froto;frot.0o.FIZ;争执[zhēng zhí]
froto;frot.0o.FIZ;摩擦力[mó cā lì]
disfroti;frot.dis0i;研[yán]
disfroti;frot.dis0i;消磨[xiāo mó]
disfroti;frot.dis0i;磨碎[mò suì]
trafroti;;磨破[mò pò]
trafroti;;耗损[hào sǔn]
trafroti;;用旧[yòng jiù]
enfroti;frot.en0i;扢[gǔ]
frua;fru.0a;未几[wèi jǐ]
frua;fru.0a;早熟[zǎo shóu]
frutempe;fru.0tempe;提早[tí zǎo]
frutempe;fru.0tempe;在初期[zài chū qī]
malfrua;fru.mal0a;迟[zhì]
malfrua;fru.mal0a;迟[chí]
malfrua;fru.mal0a;最迟[zuì chí]
malfrua;fru.mal0a;迟了[chí le]
malfrua;fru.mal0a;更迟[gèng chí]
malfrua;fru.mal0a;晚期[wǎn qī]
malfrua;fru.mal0a;晩[wǎn]
malfrua;fru.mal0a;晏[yàn]
malfrua;fru.mal0a;暮[mù]
malfruigi;fru.mal0igi;耽誤[dān wu]
malfruigi;fru.mal0igi;延搁[yáng ē]
malfruigi;fru.mal0igi;延宕[yán dàng]
malfruigi;fru.mal0igi;誤期[wù qī]
malfruigi;fru.mal0igi;拖延[tuō yán]
malfruiĝi;fru.mal0igxi;姍姍來遲[shān shān lái chí]
frugilego;frugil.0o;禿鼻烏鴉[tū bí wū yā]
frukti;;結實[jiē shí]
frukti;;取得結果[qǔ dé jié guǒ]
frukti;;結出果實[jié chū guǒ shí]
fruktigi;frukt.0igi;受精[shòu jīng]
frukto;frukt.0o;果[guǒ]
frukto;frukt.0o;椋[liáng]
frukto;frukt.0o;檎[qín]
fruktodona;frukt.0odona0oporta;产量多[chǎn liàng duō]
fruktodona;frukt.0odona0oporta;富有成果[fù yǒu chéng guǒ]
fruktodona;frukt.0odona0oporta;肥沃[féi wò]
fruktodona;frukt.0odona0oporta;有效果的[yǒu xiào guǒ de]
fruktodona;frukt.0odona0oporta;富饒[fù ráo]
fruktodona;frukt.0odona0oporta;有成效的[yǒu chéng xiào de]
fruktodona;frukt.0odona0oporta;效果好[xiào guǒ hǎo]
fruktodona;frukt.0odona0oporta;多产[duō chǎn]
fruktodona;frukt.0odona0oporta;卓有成效[zhuó yǒu chéng xiào]
marfrukto;frukt.mar0o;海鮮[hǎi xiān]
senfrukta;frukt.sen0a.FIG;不長果實[bù cháng guǒ shí]
senfrukta;frukt.sen0a.FIG;无子[wú zǐ]
senfrukta;frukt.sen0a.FIG;不結果[bù jié guǒ]
senfrukta;frukt.sen0a.FIG;无效果[wú xiào guǒ]
senfrukta;;沒用[méi yòng]
senfrukta;;窳[yǔ]
senfrukta;;无结果[wú jié guǒ]
fruktozo;;果糖[guǒ táng]
fruntaĵo;frunt.0ajxo;端侧[duān cè]
frunto;frunt.0o.ANA;眉宇之間[méi yǔ zhī jiān]
frunto;frunt.0o.ANA;額頭[é tóu]
frunto;frunt.0o.ANA;顙[sǎng]
frunto;frunt.0o.ANA;前額[qián é]
frunto;frunt.0o.ANA;脑门[nǎo mén]
frustro;frustr.0o;挫折感[cuò zhé gǎn]
frustro;frustr.0o;失意[shī yì]
ftizo;ftiz.0o;瘵[zhài]
ftizo;ftiz.0o;結核[jié hé]
fuelo;fuel.0o;动力燃料[dòng lì rán liào]
fuelo;fuel.0o;燃料[rán liào]
fuĝi;fugx.0i;逃难[táo nàn]
fuĝi;fugx.0i;逃窜[táo cuàn]
fuĝi;fugx.0i;逃[táo]
fuĝi;fugx.0i;逃离[táo lí]
fuĝi;fugx.0i;逃奔[táo bèn]
fuĝi;fugx.0i;逃亡[táo wáng]
fuĝi;fugx.0i;生笋[shēng sǔn]
fuĝi;fugx.0i;飛走[fēi zǒu]
fuĝi;fugx.0i;避[bì]
fuĝi;fugx.0i;逋[bū]
fuĝi;fugx.0i;逃走[táo zǒu]
fuĝi;fugx.0i;溜走[liū zǒu]
fuĝi;fugx.0i;逃避[táo bì]
fuĝo;fugx.0o;逃离[táo lí]
transfuĝinto;fugx.trans0into;逃兵[táo bīng]
fuksio;fuksi.0o;晚樱科植物[wǎn yīng kē zhí wù]
Fukuŝimo;fukusxim.0o;福岛市[fú dǎo shì]
fulardo;fulard.0o.TEKS_sxtofo;軋車[yà chē]
fulgo;fulg.0o;炲[tai]
fulgo;fulg.0o;碳黑[tàn hēi]
fulgo;fulg.0o;油烟[yóu yān]
fulgo;fulg.0o;炱[tái]
fulgo;fulg.0o;炭黑[tàn hēi]
fulgo;fulg.0o;煤灰[méi huī]
fulgigi;;煤灰[méi huī]
fuligulo;fuligu.0o;凤头潜鸭[fèng tóu qián yā]
fulmi;fulm.0i;嘒[huì]
fulmilo;fulm.0ilo;閃光[shǎn guāng]
fulmilo;fulm.0ilo;閃光燈[shǎn guāng dēng]
fulmo;fulm.0o;雷閃[léi shǎn]
fulmo;fulm.0o;天火[tiān huǒ]
fulmo;fulm.0o;电闪[diàn shǎn]
fulmo;fulm.0o;靝火[tiān huǒ]
fulmo;fulm.0o;閃電[shǎn diàn]
fulmo;fulm.0o;閃[shǎn]
fumaĵi;;硝烟[xiāo yān]
fumaĵi;;熏[xūn]
fumanto;fum.0anto;烟民[yān mín]
fumanto;fum.0anto;吸烟者[xī yān zhě]
fumi;fum.0i;抽烟[chōu yān]
fumi;fum.0i;排烟[pái yān]
fumi;fum.0i;吸烟[xī yān]
fumi;fum.0i;烟雾弥漫[yān wù mí màn]
fumo;fum.0o;烟气[yān qì]
fumo;fum.0o;烟雾[yān wù]
fumo;fum.0o;烟[yan]
fumo;fum.0o;冒[mào]
fumo;fum.0o;烟霾[yān mái]
fumo;fum.0o;硝烟[xiāo yān]
fumo;fum.0o;熏烤[xūn kǎo]
fumo;fum.0o;烟[yān]
nefumanto;fum.ne0anto;禁止吸烟的车厢[jìn zhǐ xī yān de chē xiāng]
nefumanto;fum.ne0anto;不吸烟者[bù xī yān zhě]
fundo;fund.0o;因由[yīn yóu]
fundo;fund.0o;原因[yuán yīn]
ĝisfunda;;深切[shēn qiè]
ĝisfunda;;毖[bì]
ĝisfunda;;好好儿[hǎo hāo r]
ĝisfunda;;彻底[chè dǐ]
ĝisfunda;;彻[chè]
senfundaĵo;fund.sen0ajxo;絕壁[jué bì]
senfundaĵo;fund.sen0ajxo;阧坎[dǒu kǎn]
senfundaĵo;fund.sen0ajxo;深坑[shēn kēng]
senfundaĵo;fund.sen0ajxo;陡坎[dǒu kǎn]
senfundaĵo;fund.sen0ajxo;无底洞[wú dǐ dòng]
senfundaĵo;fund.sen0ajxo;悬崖[xuán yá]
surfundaĵo;fund.sur0ajxo.FIG;渣滓[zhā zǐ]
surfundaĵo;fund.sur0ajxo.FIG;滓[zǐ]
surfundaĵo;fund.sur0ajxo.FIG;渣[zhā]
surfundiĝi;fund.sur0igxi.KOMUNE;创立者[chuàng lì zhě]
surfundiĝi;fund.sur0igxi.KOMUNE;创办人[chuàng bàn rén]
surfundiĝi;fund.sur0igxi.KOMUNE;沉醉其中[chén zuì qí zhōng]
surfundiĝi;fund.sur0igxi.KOMUNE;沉于[chén yú]
surfundiĝi;fund.sur0igxi.KOMUNE;逝去[shì qù]
fundamenta;fundam.0a.FIG;基本因素[jī běn yīn sù]
fundamenta;fundam.0a.FIG;根本[gēn běn]
fundamenta;fundam.0a.FIG;精深[jīng shēn]
fundamenti;fundam.0i;基于[jī yú]
fundamentisma;fundam.0isma;根本上[gēn běn shàng]
fundamentismo;fundam.0ismo;原教旨主义[yuán jiào zhǐ zhǔ yì]
fundamentismo;fundam.0ismo;基要主义[jī yào zhǔ yì]
fundamentismo;fundam.0ismo;基本教义派[jī běn jiào yì pài]
fundamento;fundam.0o;底座[dǐ zuò]
fundamento;fundam.0o;基址[jī zhǐ]
fundamento;fundam.0o;基本面[jī běn miàn]
fundamento;fundam.0o;基脚[jī jiǎo]
fundamento;fundam.0o;根基[gēn jī]
fundamento;fundam.0o;基石[jī shí]
fundamento;fundam.0o;底子[dǐ zi]
fundamento;fundam.0o;基座[jī zuò]
funebri;funebr.0i;悼[dào]
funebri;funebr.0i;謼[hū]
funebri;funebr.0i;啼[tí]
funebro;funebr.0o.moro;追悼会[zhuī dào huì]
funebro;funebr.0o.moro;丧[sāng]
funelo;funel.0o;漏斗[lòu dǒu]
fungo;fung.0o;苓[líng]
fungo;fung.0o;菌类[jùn lèi]
fungo;fung.0o;菌[jūn]
fungo;fung.0o;蘑菇[mó gu]
fungo;fung.0o;蘑[mó]
fungoj;fung.0oj;蕈类[xùn lèi]
fungoj;fung.0oj;真菌[zhēn jūn]
fungoj;fung.0oj;霉[méi]
gistofungo;fung.gisto0o;酵母[xiào mǔ]
klabfungoj;fung.klab0oj;担子菌门[dàn zǐ jùn mén]
lamenfungo;fung.lamen0o;伞菌目[sǎn jūn mù]
sakfungoj;fung.sak0oj;子囊菌門[zǐ náng jùn mén]
tubfungo;fung.tub0o;牛肝菌科[niú gān jūn kē]
funiklo;funikl.0o.ANA;脐带[qí dài]
funikularo;;纜索鐵路[lǎn suǒ tiě lù]
funkcii;funkci.0i.io;事务[shì wù]
funkcii;funkci.0i.io;正在运转[zhèng zài yùn zhuǎn]
funkcii;funkci.0i.io;运作[yùn zuò]
funkcii;funkci.0i.io;正常工作[zhèng cháng gōng zuò]
funkcii;funkci.0i.io;生效[shēng xiào]
funkciigi;funkci.0igi;起动[qǐ dòng]
funkciigi;funkci.0igi;启用[qǐ yòng]
funkciigi;funkci.0igi;激活[jī huó]
funkciigi;funkci.0igi;活化[huó huà]
funkciigi;funkci.0igi;开动[kāi dòng]
funkciismo;funkci.0ismo;功能主义[gōng néng zhǔ yì]
funkcio;funkci.0o;机能[jī néng]
funkcio;funkci.0o;职能[zhí néng]
funkcio;funkci.0o;功能[gōng néng]
funkcio;funkci.0o;函数[hán shù]
funkcio;funkci.0o;波形[bō xíng]
funkcio;funkci.0o;作用[zuò yòng]
funkciulo;funkci.0ulo.POL;行政人员[xíng zhèng rén yuán]
funkciulo;funkci.0ulo.POL;官员[guān yuán]
distribua funkcio;funkci.distribua0o;密度函数[mì dù hán shù]
elementa funkcio;funkci.elementa0o;初等函数[chū děng hán shù]
hiperbola funkcio;funkci.hiperbola0o;双曲函数[shuāng qǔ hán shù]
malfunkcii;;失[shī]
malfunkcii;;下水[xià shuǐ]
malfunkciigi;funkci.mal0igi;关[guān]
malfunkciigi;funkci.mal0igi;断开[duàn kāi]
polinoma funkcio;funkci.polinoma0o;多項式函數[duō xiàng shì hán shù]
racionala funkcio;funkci.racionala0o;有理函数[yǒu lǐ hán shù]
simpla funkcio;funkci.simpla0o;简单函数[jiǎn dān hán shù]
trigonometria funkcio;funkci.trigonometria0o;三角函数[sān jiǎo hán shù]
sterlinga funto;funt.sterlinga0o;英鎊[yīng bàng]
sterlinga funto;funt.sterlinga0o;鎊[bàng]
furo;fur.0o;雪貂[xuě diāo]
furaĝo;furagx.0o;蒭秣[chú mò]
furaĝo;furagx.0o;刍秣[chú mò]
furaĝo;furagx.0o;食[shí]
furaĝujo;;樎[sù]
furiero;furier.0o;军需官[jūn xū guān]
furioza;furioz.0a;猖獗[chāng jué]
furiozeco;furioz.0eco;大发脾气[dà fā pí qi]
furiozeco;furioz.0eco;恼怒[nǎo nù]
furiozi;furioz.0i;肆虐[sì nüè]
furiozi;furioz.0i;气昏[qì hūn]
furori;furor.0i;引起很大轟動[yǐn qǐ hěn dà hōng dòng]
furori;furor.0i;震惊[zhèn jīng]
furoro;;轟動[hōng dòng]
furoro;;引人注目[yǐn rén zhù mù]
furunko;furunk.0o;疔[dīng]
furzi;furz.0i;屁[pì]
furzi;furz.0i;发屁[fā pì]
furzo;furz.0o;屁[pì]
fusto;fust.0o.ARKI;柱身[zhù shēn]
fuŝaĵo;fusx.0ajxo;偷工减料[tōu gōng jiǎn liào]
fuŝaĵo;fusx.0ajxo;馬虎的工作[mǎ hǔ de gōng zuò]
fuŝi;fusx.0i;偷工减料[tōu gōng jiǎn liào]
fuŝo;fusx.0o;馬虎的工作[mǎ hǔ de gōng zuò]
fuŝulo;fusx.0ulo0isto;工作馬虎的人[gōng zuò mǎ hǔ de rén]
fuŝulo;fusx.0ulo0isto;半瓶子醋[bàn píng zi cù]
fuŝulo;fusx.0ulo0isto;經驗不夠的人[jīng yàn bù gòu de rén]
fuŝulo;fusx.0ulo0isto;笨拙者[bèn zhuō zhě]
fuŝulo;fusx.0ulo0isto;愚笨的人[yú bèn de rén]
fuŝulo;fusx.0ulo0isto;圆石[yuán shí]
futbalo;futbal.0o;最显著的位置[zuì xiǎn zhù de wèi zhì]
futbalo;futbal.0o;英式足球[yīng shì zú qiú]
fubalist;;足球球员[zú qiú qiú yuán]
fubalist;;足球运动员[zú qiú yùn dòng yuán]
tablofutbalo;futbal.tablo0o;桌上足球[zhuō shàng zú qiú]
futurismo;futur.0ismo;未來主義[wèi lái zhǔ yì]
futurismo;futur.0ismo;未來派[wèi lái pài]
futuro;futur.0o.GRA;未來[wèi lái]
fuzi;fuz.0i;烧毁[shāo huǐ]
fuzelaĝo;fuzela.0o;机身[jī shēn]
fuzio;;兼併[jiān bìng]
fuzio;;聚变反应[jù biàn fǎn yìng]
fuziliero;fuzili.0o;射击运动员[shè jí yùn dòng yuán]
