#kap	mrk	lng	trd	ind
pa	pa.0	fr		bah !
paŭti	pauxt.0i.MIEN	en		pout
paŭti	pauxt.0i.MIEN	fr	faire la moue	moue
paŭti	pauxt.0i.MIEN	fr		bouder
paŭto	pauxt.0o	en		pout
paŭto	pauxt.0o	fr		moue
paŭto	pauxt.0o.MIEN	de		Schnute
paŭto	pauxt.0o.MIEN	en		pout
paŭto	pauxt.0o.MIEN	fr		moue
pripaŭti	pauxt.pri0i	fr	bouder (qqun)	bouder
pripaŭti	pauxt.pri0i.KOMUNE	fr	bouder (qqun)	bouder
paŭzejo	pauxz.0ejo	de		Pausenraum
paŭzejo	pauxz.0ejo	de		Pausenhof
paŭzejo	pauxz.0ejo	en	breakroom (noun, a place to take a break)	breakroom
paŭzejo	pauxz.0ejo	en		break spot
paŭzejo	pauxz.0ejo	fr		cour de récréation
paŭzejo	pauxz.0ejo	fr		salle de détente
paŭzejo	pauxz.0ejo.PED	de		Pausenraum
paŭzejo	pauxz.0ejo.PED	de		Pausenhof
paŭzejo	pauxz.0ejo.PED	en	breakroom (noun, a place to take a break)	breakroom
paŭzejo	pauxz.0ejo.PED	en		break spot
paŭzejo	pauxz.0ejo.PED	fr		cour de récréation
paŭzejo	pauxz.0ejo.PED	fr		salle de détente
paŭzi	pauxz.0i	de	pausieren (intr.)	pausieren
paŭzi	pauxz.0i	en	pause (vi)	pause
paŭzi	pauxz.0i	fr	faire une pause	pause
paŭzi	pauxz.0i.KOMUNE	de	pausieren (intr.)	pausieren
paŭzi	pauxz.0i.KOMUNE	en	pause (vi)	pause
paŭzi	pauxz.0i.KOMUNE	fr	faire une pause	pause
paŭzigi	pauxz.0igi	de	(etwas) pausieren (tr.)	pausieren
paŭzigi	pauxz.0igi	en	pause (vt)	pause
paŭzigi	pauxz.0igi	fr		arrêter
paŭzigi	pauxz.0igi	fr	mettre en pause	pause
paŭzigi	pauxz.0igi.KOMUNE	de	(etwas) pausieren (tr.)	pausieren
paŭzigi	pauxz.0igi.KOMUNE	en	pause (vt)	pause
paŭzigi	pauxz.0igi.KOMUNE	fr		arrêter
paŭzigi	pauxz.0igi.KOMUNE	fr	mettre en pause	pause
paŭzo	pauxz.0o	de		Pause
paŭzo	pauxz.0o	en	pause (noun)	pause
paŭzo	pauxz.0o	fr		pause
paŭzo	pauxz.0o.KOMUNE	de		Pause
paŭzo	pauxz.0o.KOMUNE	en	pause (noun)	pause
paŭzo	pauxz.0o.KOMUNE	fr		pause
senpaŭze	pauxz.sen0e	de		pausenlos
senpaŭze	pauxz.sen0e	de		ununterbrochen
senpaŭze	pauxz.sen0e	de	ohne Pause	Pause
senpaŭze	pauxz.sen0e	de	ohne Unterbrechung	Unterbrechung
senpaŭze	pauxz.sen0e	en		without pause
senpaŭze	pauxz.sen0e	fr		sans pause
senpaŭze	pauxz.sen0e	fr		sans répit
senpaŭze	pauxz.sen0e.KOMUNE	de		pausenlos
senpaŭze	pauxz.sen0e.KOMUNE	de		ununterbrochen
senpaŭze	pauxz.sen0e.KOMUNE	de	ohne Pause	Pause
senpaŭze	pauxz.sen0e.KOMUNE	de	ohne Unterbrechung	Unterbrechung
senpaŭze	pauxz.sen0e.KOMUNE	en		without pause
senpaŭze	pauxz.sen0e.KOMUNE	fr		sans pause
senpaŭze	pauxz.sen0e.KOMUNE	fr		sans répit
pavi	pav.0i	NULL	NULL	NULL
pavi	pav.0i.FIG	de	sich spreizen (wie ein Pfau)	spreizen
pavi	pav.0i.FIG	en		strut
pavi	pav.0i.FIG	en		swagger
pavi	pav.0i.FIG	fr	se pavaner	pavaner
pavi	pav.0i.ZOO	de	ein Rad schlagen (Pfau)	Rad
pavi	pav.0i.ZOO	fr		faire la roue
pavo	pav.0o	NULL	NULL	NULL
pavo	pav.0o.FIG	de		Angeber
pavo	pav.0o.FIG	de		Snob
pavo	pav.0o.FIG	de		Schnösel
pavo	pav.0o.ZOO	de		Pfau
pavo	pav.0o.ZOO	en		peacock
pavo	pav.0o.ZOO	fr		paon
pavumi	pav.0umi	en		strut
pavumi	pav.0umi	en		swagger
pavumi	pav.0umi	fr	se pavaner	pavaner
pavumi	pav.0umi.KOMUNE	en		strut
pavumi	pav.0umi.KOMUNE	en		swagger
pavumi	pav.0umi.KOMUNE	fr	se pavaner	pavaner
Pavo	pav.P0o	en		Pavo
Pavo	pav.P0o	fr	Paon (constellation)	Paon
Pavo	pav.P0o.AST	de	Pfau (Sternbild)	Pfau
Pavo	pav.P0o.AST	en		Pavo
Pavo	pav.P0o.AST	fr	Paon (constellation)	Paon
pavano	pavan.0o	de		Pavane
pavano	pavan.0o	en		pavane
pavano	pavan.0o	fr		pavane
pavano	pavan.0o.danco	de		Pavane
pavano	pavan.0o.danco	en		pavane
pavano	pavan.0o.danco	fr		pavane
pavano	pavan.0o.muzikajxo	de		Pavane
pavano	pavan.0o.muzikajxo	en		pavane
pavano	pavan.0o.muzikajxo	fr		pavane
pavezo	pavez.0o	de		Schanzkleid
pavezo	pavez.0o	en		bulwarks
pavezo	pavez.0o	en		gunwale
pavezo	pavez.0o	fr		bastingage
pavezo	pavez.0o	fr	pavois (bastingage)	pavois
pavezo	pavez.0o.SHI	de		Schanzkleid
pavezo	pavez.0o.SHI	en		bulwarks
pavezo	pavez.0o.SHI	en		gunwale
pavezo	pavez.0o.SHI	fr		bastingage
pavezo	pavez.0o.SHI	fr	pavois (bastingage)	pavois
paviano	pavian.0o	de		Pavian
paviano	pavian.0o	en		baboon
paviano	pavian.0o	fr		babouin
paviano	pavian.0o.ZOO	de		Pavian
paviano	pavian.0o.ZOO	en		baboon
paviano	pavian.0o.ZOO	fr		babouin
pavilono	pavilo.0o	de		Pavillon
pavilono	pavilo.0o	en		pavilion
pavilono	pavilo.0o	fr		pavillon
pavilono	pavilo.0o.ARKI	de		Pavillon
pavilono	pavilo.0o.ARKI	en		pavilion
pavilono	pavilo.0o.ARKI	fr		pavillon
pavimero	pavim.0ero	de		Pflasterstein
pavimero	pavim.0ero	en		paving stone
pavimero	pavim.0ero	fr		pavé
pavimero	pavim.0ero.KON	de		Pflasterstein
pavimero	pavim.0ero.KON	en		paving stone
pavimero	pavim.0ero.KON	fr		pavé
pavimi	pavim.0i	de		pflastern
pavimi	pavim.0i	en		pave
pavimi	pavim.0i	fr	paver (tout matériaux)	paver
pavimi	pavim.0i	fr	poser un revêtement	revêtement
pavimi	pavim.0i.KON	de		pflastern
pavimi	pavim.0i.KON	en		pave
pavimi	pavim.0i.KON	fr	paver (tout matériaux)	paver
pavimi	pavim.0i.KON	fr	poser un revêtement	revêtement
pavimo	pavim.0o	de		Pflaster
pavimo	pavim.0o	en		pavement
pavimo	pavim.0o	en		paving
pavimo	pavim.0o	fr		revêtement routier
pavimo	pavim.0o	fr	pavage (tout matériaux)	pavage
pavimo	pavim.0o.KON	de		Pflaster
pavimo	pavim.0o.KON	en		pavement
pavimo	pavim.0o.KON	en		paving
pavimo	pavim.0o.KON	fr		revêtement routier
pavimo	pavim.0o.KON	fr	pavage (tout matériaux)	pavage
pazigrafio	pazigrafi.0o	fr		pasigraphie
pazigrafio	pazigrafi.0o.LIN	fr		pasigraphie
peano	pean.0o	de		Päan
peano	pean.0o	en		paean
peano	pean.0o	fr		péan
peceto	pec.0eto	de		Stückchen
peceto	pec.0eto	de		Splitter
peceto	pec.0eto	de		Brösel
peceto	pec.0eto	fr		fragment
peceto	pec.0eto	fr		parcelle
peceto	pec.0eto.KOMUNE	de		Stückchen
peceto	pec.0eto.KOMUNE	de		Splitter
peceto	pec.0eto.KOMUNE	de		Brösel
peceto	pec.0eto.KOMUNE	fr		fragment
peceto	pec.0eto.KOMUNE	fr		parcelle
pecigi	pec.0igi	de		zerteilen
pecigi	pec.0igi	fr	désosser (fig.)	désosser
pecigi	pec.0igi	fr		mettre en pièces
pecigi	pec.0igi.KOMUNE	de		zerteilen
pecigi	pec.0igi.KOMUNE	fr	désosser (fig.)	désosser
pecigi	pec.0igi.KOMUNE	fr		mettre en pièces
peco	pec.0o	de		Stück
peco	pec.0o	en		piece
peco	pec.0o	fr	élément (d'un tout)	élément
peco	pec.0o	fr		morceau
peco	pec.0o	fr		partie
peco	pec.0o	fr	passage (d'une oeuvre)	passage
peco	pec.0o	fr	pièce (morceau)	pièce
peco	pec.0o.ero	de		Teil
peco	pec.0o.ero	de		Stück
peco	pec.0o.ero	en		piece
peco	pec.0o.ero	fr	élément (d'un tout)	élément
peco	pec.0o.ero	fr		morceau
peco	pec.0o.ero	fr		partie
peco	pec.0o.ero	fr	passage (d'une oeuvre)	passage
peco	pec.0o.ero	fr	pièce (morceau)	pièce
peco	pec.0o.rompajxo	de		Bruchstück
peco	pec.0o.rompajxo	de		Brocken
peco	pec.0o.rompajxo	de		Stück
peco	pec.0o.rompajxo	en		piece
peco	pec.0o.rompajxo	fr	élément (d'un tout)	élément
peco	pec.0o.rompajxo	fr		morceau
peco	pec.0o.rompajxo	fr		partie
peco	pec.0o.rompajxo	fr	passage (d'une oeuvre)	passage
peco	pec.0o.rompajxo	fr	pièce (morceau)	pièce
peco	pec.0o.verka	de		Fragment
peco	pec.0o.verka	de		Stück
peco	pec.0o.verka	en		piece
peco	pec.0o.verka	fr	élément (d'un tout)	élément
peco	pec.0o.verka	fr		morceau
peco	pec.0o.verka	fr		partie
peco	pec.0o.verka	fr	passage (d'une oeuvre)	passage
peco	pec.0o.verka	fr	pièce (morceau)	pièce
buŝpeco	pec.busx0o	NULL	NULL	NULL
buŝpeco	pec.busx0o.KOMUNE	NULL	NULL	NULL
buŝpeco	pec.busx0o.MUZ	de		Mundstück
buŝpeco	pec.busx0o.MUZ	fr	bec (d'un instrument de musique)	bec
buŝpeco	pec.busx0o.MUZ	fr	embouchure (d'un instrument de musique)	embouchure
dispecigi	pec.dis0igi	de		zerstückeln
dispecigi	pec.dis0igi	de		zerteilen
dispecigi	pec.dis0igi	de		zergliedern
dispecigi	pec.dis0igi	fr		déchiqueter
dispecigi	pec.dis0igi	fr		déchirer en mille morceaux
dispecigi	pec.dis0igi.KOMUNE	de		zerstückeln
dispecigi	pec.dis0igi.KOMUNE	de		zerteilen
dispecigi	pec.dis0igi.KOMUNE	de		zergliedern
dispecigi	pec.dis0igi.KOMUNE	fr		déchiqueter
dispecigi	pec.dis0igi.KOMUNE	fr		déchirer en mille morceaux
dispeciĝi	pec.dis0igxi	fr		éclater
dispeciĝi	pec.dis0igxi.KOMUNE	fr		éclater
rompopeco	pec.rompo0o	de		Bruchstück
rompopeco	pec.rompo0o	fr		débris
rompopeco	pec.rompo0o	fr		fragment
rompopeco	pec.rompo0o.KOMUNE	de		Bruchstück
rompopeco	pec.rompo0o.KOMUNE	fr		débris
rompopeco	pec.rompo0o.KOMUNE	fr		fragment
ŝirpeco	pec.sxir0o	de		Bruchstück
ŝirpeco	pec.sxir0o	fr		débris
ŝirpeco	pec.sxir0o	fr		fragment
ŝirpeco	pec.sxir0o	fr		parcelle
ŝirpeco	pec.sxir0o.KOMUNE	de		Bruchstück
ŝirpeco	pec.sxir0o.KOMUNE	fr		débris
ŝirpeco	pec.sxir0o.KOMUNE	fr		fragment
ŝirpeco	pec.sxir0o.KOMUNE	fr		parcelle
unupeca	pec.unu0a	de		einteilig
unupeca	pec.unu0a	fr	d'une pièce	pièce
unupeca	pec.unu0a	fr	monolithique (fig.)	monolithique
unupeca	pec.unu0a.KOMUNE	de		einteilig
unupeca	pec.unu0a.KOMUNE	fr	d'une pièce	pièce
unupeca	pec.unu0a.KOMUNE	fr	monolithique (fig.)	monolithique
peĉo	pecx.0o	de		Pech
peĉo	pecx.0o	en		pitch
peĉo	pecx.0o	fr		poix
peĉo	pecx.0o.KOMUNE	de		Pech
peĉo	pecx.0o.KOMUNE	en		pitch
peĉo	pecx.0o.KOMUNE	fr		poix
terpeĉo	pecx.ter0o	de		Asphalt
terpeĉo	pecx.ter0o	en		asphalt
terpeĉo	pecx.ter0o	fr		asphalte
terpeĉo	pecx.ter0o.asfalto	de		Asphalt
terpeĉo	pecx.ter0o.asfalto	en		asphalt
terpeĉo	pecx.ter0o.asfalto	fr		asphalte
peĉakuĉo	pecxakucx.0o	de		Pecha Kucha
peĉakuĉo	pecxakucx.0o	en		pecha kucha
peĉakuĉo	pecxakucx.0o	fr		pecha kucha
peĉakuĉo	pecxakucx.0o.INF	de		Pecha Kucha
peĉakuĉo	pecxakucx.0o.INF	en		pecha kucha
peĉakuĉo	pecxakucx.0o.INF	fr		pecha kucha
pedagoga	pedago.0a	de		pädagogisch
pedagoga	pedago.0a	en		pedagogical
pedagoga	pedago.0a	fr	pédagogique (de pédagogues)	pédagogique
pedagoga	pedago.0a.rilata	de		pädagogisch
pedagoga	pedago.0a.rilata	en		pedagogical
pedagoga	pedago.0a.rilata	fr	pédagogique (de pédagogues)	pédagogique
pedagogo	pedago.0o	de		Pädagoge
pedagogo	pedago.0o	en		pedagogue
pedagogo	pedago.0o	fr		pédagogue
pedagogo	pedago.0o.instruisto	en		teacher
pedagogo	pedago.0o.instruisto	de		Pädagoge
pedagogo	pedago.0o.instruisto	en		pedagogue
pedagogo	pedago.0o.instruisto	fr		pédagogue
pedagogo	pedago.0o.pedagogiisto	de		Pädagoge
pedagogo	pedago.0o.pedagogiisto	en		pedagogue
pedagogo	pedago.0o.pedagogiisto	fr		pédagogue
pedagogia	pedago1.0a	de		pädagogisch
pedagogia	pedago1.0a	de		didaktisch
pedagogia	pedago1.0a	en		pedagogical
pedagogia	pedago1.0a	fr		didactique
pedagogia	pedago1.0a	fr		pédagogique
pedagogia	pedago1.0a.PED	de		pädagogisch
pedagogia	pedago1.0a.PED	de		didaktisch
pedagogia	pedago1.0a.PED	en		pedagogical
pedagogia	pedago1.0a.PED	fr		didactique
pedagogia	pedago1.0a.PED	fr		pédagogique
pedagogiisto	pedago1.0isto	de		Pädagoge
pedagogiisto	pedago1.0isto	de		Erziehungswissenschaftler
pedagogiisto	pedago1.0isto	en		pedagogue
pedagogiisto	pedago1.0isto	fr		pédagogue
pedagogiisto	pedago1.0isto.PED	de		Pädagoge
pedagogiisto	pedago1.0isto.PED	de		Erziehungswissenschaftler
pedagogiisto	pedago1.0isto.PED	en		pedagogue
pedagogiisto	pedago1.0isto.PED	fr		pédagogue
pedagogio	pedago1.0o	de		Pädagogig
pedagogio	pedago1.0o	de		Didaktik
pedagogio	pedago1.0o	en		pedagogy
pedagogio	pedago1.0o	fr	didactique (subst.)	didactique
pedagogio	pedago1.0o	fr		pédagogie
pedagogio	pedago1.0o.PED	de		Pädagogig
pedagogio	pedago1.0o.PED	de		Didaktik
pedagogio	pedago1.0o.PED	en		pedagogy
pedagogio	pedago1.0o.PED	fr	didactique (subst.)	didactique
pedagogio	pedago1.0o.PED	fr		pédagogie
pedali	pedal.0i	de	in die Pedale treten	Pedale
pedali	pedal.0i	de	kurbeln (Pedale)	kurbeln
pedali	pedal.0i	en		pedal
pedali	pedal.0i	fr		pédaler
pedalo	pedal.0o	de		Pedal
pedalo	pedal.0o	de		Tretkurbel
pedalo	pedal.0o	en		pedal
pedalo	pedal.0o	fr		pédale
pedaliacoj	pedali.0oj	de		Sesamgewächse
pedaliacoj	pedali.0oj	de		Pedaliengewächse
pedanta	pedant.0a	en		pedantic
pedanta	pedant.0a.ekzaktema	de		pedantisch
pedanta	pedant.0a.ekzaktema	fr		pointilleux
pedanta	pedant.0a.ekzaktema	en		pedantic
pedanta	pedant.0a.pseuxdoklera	fr	pédant (adj.)	pédant
pedanta	pedant.0a.pseuxdoklera	en		pedantic
pedanteco	pedant.0eco	fr		pédanterie
pedanteco	pedant.0eco.KOMUNE	fr		pédanterie
pedanti	pedant.0i	en		be pedantic
pedanti	pedant.0i	fr	faire dans la dentelle	dentelle
pedanti	pedant.0i	fr		vétiller
pedanti	pedant.0i.KOMUNE	en		be pedantic
pedanti	pedant.0i.KOMUNE	fr	faire dans la dentelle	dentelle
pedanti	pedant.0i.KOMUNE	fr		vétiller
pedantulo	pedant.0ulo	en		pedant
pedanto	pedant.0ulo	en		pedant
pedantulo	pedant.0ulo	fr	pédant (subst.)	pédant
pedanto	pedant.0ulo	fr	pédant (subst.)	pédant
pedantulo	pedant.0ulo	fr		cuistre
pedanto	pedant.0ulo	fr		cuistre
pedantulo	pedant.0ulo.KOMUNE	de		Pedant
pedanto	pedant.0ulo.KOMUNE	de		Pedant
pedantulo	pedant.0ulo.KOMUNE	en		pedant
pedanto	pedant.0ulo.KOMUNE	en		pedant
pedantulo	pedant.0ulo.KOMUNE	fr	pédant (subst.)	pédant
pedanto	pedant.0ulo.KOMUNE	fr	pédant (subst.)	pédant
pedantulo	pedant.0ulo.KOMUNE	fr		cuistre
pedanto	pedant.0ulo.KOMUNE	fr		cuistre
pedelo	pedel.0o	de		Pedell
pedelo	pedel.0o	en		beadle
pedelo	pedel.0o	en		apparitor
pedelo	pedel.0o	en		verger
pedelo	pedel.0o	en	usher (court)	usher
pedelo	pedel.0o	fr	bedeau (église)	bedeau
pedelo	pedel.0o	fr	appariteur (université)	appariteur
pedelo	pedel.0o	fr	huissier (justice)	huissier
pedelo	pedel.0o.KOMUNE	de		Pedell
pedelo	pedel.0o.KOMUNE	en		beadle
pedelo	pedel.0o.KOMUNE	en		apparitor
pedelo	pedel.0o.KOMUNE	en		verger
pedelo	pedel.0o.KOMUNE	en	usher (court)	usher
pedelo	pedel.0o.KOMUNE	fr	bedeau (église)	bedeau
pedelo	pedel.0o.KOMUNE	fr	appariteur (université)	appariteur
pedelo	pedel.0o.KOMUNE	fr	huissier (justice)	huissier
pederastio	pedera.0o	de		Päderastie
pederastio	pedera.0o	fr		pédérastie
pediatro	pediatr.0o	de		Pädiater
pediatro	pediatr.0o	fr		pédiatre
pediatro	pediatr.0o.MED	de		Pädiater
pediatro	pediatr.0o.MED	fr		pédiatre
pedika	pedik.0a	de		verlaust
pedika	pedik.0a	en		lousy
pedika	pedik.0a	fr		pouilleux
pedika	pedik.0a	de		verlaust
pedika	pedik.0a.rilata	de		verlaust
pedika	pedik.0a.rilata	en		lousy
pedika	pedik.0a.rilata	fr		pouilleux
pedika	pedik.0a.rilata	fr	pédiculaire (adj.)	pédiculaire
pedika	pedik.0a.rilata	de		verlaust
pediko	pedik.0o	de		Laus
pediko	pedik.0o	en		louse
pediko	pedik.0o	fr		pou
pediko	pedik.0o.genro	de		Laus
pediko	pedik.0o.genro	en		louse
pediko	pedik.0o.genro	fr		pou
pedikovo	pedik.0ovo	de		Nisse
pedikovo	pedik.0ovo	en	nit (of louse)	nit
pedikovo	pedik.0ovo	fr		lente
senpedikigi	pedik.sen0igi	de		entlausen
senpedikigi	pedik.sen0igi	de		lausen
senpedikigi	pedik.sen0igi	en		delouse
senpedikigi	pedik.sen0igi	fr		épouiller
pedikuri	pedikur.0i	de	die Füße pflegen	pflegen
pedikuri	pedikur.0i	en		pedicure
pedikuri	pedikur.0i	en		give a pedicure
pedikuri	pedikur.0i	fr		pédicurer
pedikuri	pedikur.0i.KOS	de	die Füße pflegen	pflegen
pedikuri	pedikur.0i.KOS	en		pedicure
pedikuri	pedikur.0i.KOS	en		give a pedicure
pedikuri	pedikur.0i.KOS	fr		pédicurer
pedikuristo	pedikur.0isto	de		Fußpfleger
pedikuristo	pedikur.0isto	en		pedicurist
pedikuristo	pedikur.0isto	fr		pédicure
pedikuristo	pedikur.0isto.KOS	de		Fußpfleger
pedikuristo	pedikur.0isto.KOS	en		pedicurist
pedikuristo	pedikur.0isto.KOS	fr		pédicure
pedikuro	pedikur.0o	de		Fußpflege
pedikuro	pedikur.0o	de		Pediküre
pedikuro	pedikur.0o	en		pedicure
pedikuro	pedikur.0o	fr		pédicurie
pedikuro	pedikur.0o.KOS	de		Fußpflege
pedikuro	pedikur.0o.KOS	de		Pediküre
pedikuro	pedikur.0o.KOS	en		pedicure
pedikuro	pedikur.0o.KOS	fr		pédicurie
pedofilio	pedofili.0o	de		Pädophilie
pedofilio	pedofili.0o	en		pedophilia
pedofilio	pedofili.0o	fr		pédophilie
pedofilio	pedofili.0o.SNC	de		Pädophilie
pedofilio	pedofili.0o.SNC	en		pedophilia
pedofilio	pedofili.0o.SNC	fr		pédophilie
pedofiliulo	pedofili.0ulo	de		Pädophile
pedofiliulo	pedofili.0ulo	fr		pédophile
pedologio	pedolo.0o	NULL	NULL	NULL
pedologio	pedolo.0o.infanscienco	de		Pädologie
pedologio	pedolo.0o.infanscienco	en		paedology
pedologio	pedolo1.0o	NULL	NULL	NULL
pedologio	pedolo1.0o.grundoscienco	de		Pedologie
pedunklo	pedunkl.0o	en		flowerstalk
pedunklo	pedunkl.0o	en		peduncle
pedunklo	pedunkl.0o	fr		pédoncule
pedunklo	pedunkl.0o.BOT	en		flowerstalk
pedunklo	pedunkl.0o.BOT	en		peduncle
pedunklo	pedunkl.0o.BOT	fr		pédoncule
pego	peg.0o	fr	pic (oiseau)	pic
pego	peg.0o.genro	fr	pic (oiseau)	pic
pego	peg.0o.pegedano	de		Specht
pego	peg.0o.pegedano	en		woodpecker
pego	peg.0o.pegedano	fr	pic (oiseau)	pic
pegoformaj	peg.0oformaj	de		Spechtvögel
pegoformaj	peg.0oformaj.ZOO	de		Spechtvögel
blankdorsa buntpego	peg.blankdorsa_bunt0o	en	white-backed woodpecker	woodpecker
buntpego	peg.bunt0o	de		Buntspecht
buntpego	peg.bunt0o	en	spotted woodpecker	woodpecker
buntpego	peg.bunt0o	fr	pic (épeiche)	pic
granda buntpego	peg.granda_bunt0o	en	great spotted woodpecker	woodpecker
griza pego	peg.griza0o	en	grey-headed woodpecker	woodpecker
malgranda buntpego	peg.malgranda_bunt0o	en	lesser spotted woodpecker	woodpecker
mezgranda buntpego	peg.mezgranda_bunt0o	en	middle spotted woodpecker	woodpecker
nigra pego	peg.nigra0o	en	black woodpecker	woodpecker
siria buntpego	peg.siria_bunt0o	en	syrian woodpecker	woodpecker
trifingra buntpego	peg.trifingra_bunt0o	en	three-toed woodpecker	woodpecker
verda pego	peg.verda0o	en	european green woodpecker	woodpecker
Pegazo	pegaz.0o	de		Pegasus
Pegazo	pegaz.0o	de		Pegasos
Pegazo	pegaz.0o	fr		Pégase
Pegazo	pegaz.0o.AST	de		Pegasus
Pegazo	pegaz.0o.AST	de		Pegasos
Pegazo	pegaz.0o.AST	fr		Pégase
Pegazo	pegaz.0o.MIT	de		Pegasus
Pegazo	pegaz.0o.MIT	de		Pegasos
Pegazo	pegaz.0o.MIT	fr		Pégase
pegedoj	peged.0oj	de	Spechte (Familie)	Spechte
pegedoj	peged.0oj	en	woodpeckers (family)	woodpeckers
pegedoj	peged.0oj	fr		Picidés
pejotlo	pejotl.0o	de		Peyote
pejotlo	pejotl.0o	fr		peyote
pejotlo	pejotl.0o	fr		peyotl
pejotlo	pejotl.0o.BOT	de		Peyote
pejotlo	pejotl.0o.BOT	fr		peyote
pejotlo	pejotl.0o.BOT	fr		peyotl
pejzaĝisto	pejzag.0isto	NULL	NULL	NULL
pejzaĝisto	pejzag.0isto.BELA	de		Landschaftsmaler
pejzaĝisto	pejzag.0isto.BELA	en		landscape painter
pejzaĝisto	pejzag.0isto.BELA	fr		paysagiste
pejzaĝisto	pejzag.0isto.gxardeniso	de		Landschaftsgärtner
pejzaĝo	pejzag.0o	de		Landschaft
pejzaĝo	pejzag.0o	en		landscape
pejzaĝo	pejzag.0o	fr		paysage
pejzaĝo	pejzag.0o.BELA	de		Landschaft
pejzaĝo	pejzag.0o.BELA	en		landscape
pejzaĝo	pejzag.0o.BELA	fr		paysage
pejzaĝo	pejzag.0o.FIG	de		Landschaft
pejzaĝo	pejzag.0o.FIG	en		landscape
pejzaĝo	pejzag.0o.FIG	fr		paysage
pejzaĝo	pejzag.0o.vidajxo	de		Landschaft
pejzaĝo	pejzag.0o.vidajxo	en		landscape
pejzaĝo	pejzag.0o.vidajxo	fr		paysage
pekema	pek.0ema	NULL	NULL	NULL
pekema	pek.0ema.REL	en		sinful
pekema	pek.0ema.REL	fr	pêcheur (adj.)	pêcheur
peki	pek.0i	en		sin
peki	pek.0i	fr		pécher
peki	pek.0i.FIG	de	verstoßen (gegen etwas)	verstoßen
peki	pek.0i.FIG	en		sin
peki	pek.0i.FIG	fr		pécher
peki	pek.0i.REL	de		sündigen
peki	pek.0i.REL	en		sin
peki	pek.0i.REL	fr		pécher
pekigi	pek.0igi	de	verführen (zur Sünde)	verführen
pekigi	pek.0igi	en		to pervert
pekigi	pek.0igi	en		corrupt
pekigi	pek.0igi.REL	de	verführen (zur Sünde)	verführen
pekigi	pek.0igi.REL	en		to pervert
pekigi	pek.0igi.REL	en		corrupt
pekliberigi	pek.0liberigi	en		to absolve
pekliberigi	pek.0liberigi	fr		absoudre
peko	pek.0o	en		sin
peko	pek.0o	fr		péché
peko	pek.0o.FIG	de		Verstoß
peko	pek.0o.FIG	en		sin
peko	pek.0o.FIG	fr		péché
peko	pek.0o.REL	de		Sünde
peko	pek.0o.REL	en		sin
peko	pek.0o.REL	fr		péché
pekulo	pek.0ulo	de		Sünder
pekulo	pek.0ulo	en		sinner
pekulo	pek.0ulo	fr	pêcheur (rel.)	pêcheur
pekulo	pek.0ulo.REL	de		Sünder
pekulo	pek.0ulo.REL	en		sinner
pekulo	pek.0ulo.REL	fr	pêcheur (rel.)	pêcheur
morta peko	pek.morta0o	de		Todsünde
mortpeko	pek.morta0o	de		Todsünde
morta peko	pek.morta0o	fr		péché mortel
mortpeko	pek.morta0o	fr		péché mortel
morta peko	pek.morta0o.FIG	en		mortal sin
mortpeko	pek.morta0o.FIG	en		mortal sin
morta peko	pek.morta0o.FIG	de		Todsünde
mortpeko	pek.morta0o.FIG	de		Todsünde
morta peko	pek.morta0o.FIG	fr		péché mortel
mortpeko	pek.morta0o.FIG	fr		péché mortel
morta peko	pek.morta0o.KAT	de		Todsünde
mortpeko	pek.morta0o.KAT	de		Todsünde
morta peko	pek.morta0o.KAT	fr		péché mortel
mortpeko	pek.morta0o.KAT	fr		péché mortel
mortomerita peko	pek.mortomerita0o	de		Todsünde
mortomerita peko	pek.mortomerita0o	en		mortal sin
mortomerita peko	pek.mortomerita0o.BIB	en		capital offense
mortomerita peko	pek.mortomerita0o.BIB	en		capital sin
mortomerita peko	pek.mortomerita0o.BIB	fr		péché digne de mort
mortomerita peko	pek.mortomerita0o.BIB	de		Todsünde
mortomerita peko	pek.mortomerita0o.BIB	en		mortal sin
mortomerita peko	pek.mortomerita0o.KAT	de		Todsünde
mortomerita peko	pek.mortomerita0o.KAT	en		mortal sin
prapeko	pek.pra0o	de		Erbsünde
prapeko	pek.pra0o	de		Ursünde
prapeko	pek.pra0o	en		original sin
prapeko	pek.pra0o.KRI	de		Erbsünde
prapeko	pek.pra0o.KRI	de		Ursünde
prapeko	pek.pra0o.KRI	en		original sin
senpeka	pek.sen0a	de		unschuldig
senpeka	pek.sen0a	de	rein (von Sünde)	rein
senpeka	pek.sen0a	fr		impeccable
senpeka	pek.sen0a	fr		sans péché
senpeka	pek.sen0a.FIG	en		impeccable
senpeka	pek.sen0a.FIG	de		unschuldig
senpeka	pek.sen0a.FIG	de	rein (von Sünde)	rein
senpeka	pek.sen0a.FIG	fr		impeccable
senpeka	pek.sen0a.FIG	fr		sans péché
senpeka	pek.sen0a.REL	en		sinless
senpeka	pek.sen0a.REL	de		unschuldig
senpeka	pek.sen0a.REL	de	rein (von Sünde)	rein
senpeka	pek.sen0a.REL	fr		impeccable
senpeka	pek.sen0a.REL	fr		sans péché
senpekigi	pek.sen0igi	de	reinigen (von Sünde)	reinigen
senpekigi	pek.sen0igi	en		to purify
senpekigi	pek.sen0igi	fr	purifier (rel.)	purifier
senpekigi	pek.sen0igi.REL	de	reinigen (von Sünde)	reinigen
