rabaĵo;rab.0ajxo;贓[zāng],赃[zāng]
roka;rok.0a;嵬[wéi]
roka;rok.0a;磈[wěi]
rokaĵo;rok.0ajxo.GEOL;石块[shí kuài],石塊[shí kuài]
rokaĵo;rok.0ajxo.GEOL;岩石[yán shí]
rokaĵo;rok.0ajxo.GEOL;石[shí]
rokaĵo;rok.0ajxo.GEOL;核[hé]
rokaĵo;rok.0ajxo.GEOL;硇[náo]
rokaĵo;rok.0ajxo.GEOL;石头[shí tou],石頭[shí tou]
roko;rok.0o;岩石[yán shí]
roko;rok.0o;砄[jué]
roko;rok.0o;磐石[pán shí]
rokoko;;洛可可[luò kě kě]
roli;rol.0i;扮演[bàn yǎn]
roli;rol.0i;出鏡[chū jìng],出镜[chū jìng]
roli;rol.0i;扮演角色[bàn yǎn jiǎo sè]
roli;rol.0i;装[zhuāng],裝[zhuāng]
rolisto;rol.0isto;演员[yǎn yuán],演員[yǎn yuán]
rolisto;rol.0isto;角[jué]
rolisto;rol.0isto;男演员[nán yǎn yuán],男演員[nán yǎn yuán]
rolisto;rol.0isto;戏子[xì zi],戲子[xì zi]
rolo;rol.0o;角色[jué sè]
rolo;rol.0o;角[jué]
rolulo;rol.0ulo;角色[jué sè]
ĉefrolulo;rol.cxef0ulo;主角[zhǔ jué]
ĉefrolulo;rol.cxef0ulo;男主角[nán zhǔ jiǎo]
Rolando;roland.0o.NOM;罗兰[luó lán],羅蘭[luó lán]
Rolando;roland.0o.NOM;罗兰得[luó lán dé],羅蘭得[luó lán dé]
Rolando;roland.0o.NOM;罗兰德[luó lán dé],羅蘭德[luó lán dé]
romaj ciferoj;rom.0ajciferoj;罗马数字[Luó mǎ shù zì],羅馬數字[Luó mǎ shù zì]
romaj ciferoj;rom.0ajciferoj;罗马数字[luó mǎ shù zì],羅馬數字[luó mǎ shù zì]
romanisto;roman.0isto;小說家[xiǎo shuō jiā],小说家[xiǎo shuō jiā]
romano;rom.0ano;罗马人[luó mǎ rén],羅馬人[luó mǎ rén]
romano;roman.0o;小說[xiǎo shuō],小说[xiǎo shuō]
romano;roman.0o;長篇小說[cháng piān xiǎo shuō],长篇小说[cháng piān xiǎo shuō]
krimromano;roman.krim0o;侦探小说[zhēn tàn xiǎo shuō],偵探小說[zhēn tàn xiǎo shuō]
krimromano;roman.krim0o;推理小說[tuī lǐ xiǎo shuō],推理小说[tuī lǐ xiǎo shuō]
romanika;romanik.0a;罗马式[luó mǎ shì],羅馬式[luó mǎ shì]
romantika;romant.0a;浪漫[làng màn]
romantika;romant.0a;風流[fēng liú],风流[fēng liú]
romantika;romant.0a;罗曼蒂克[luó màn dì kè],羅曼蒂克[luó màn dì kè]
romantikisma;romant.0isma;浪漫[làng màn]
romantikismo;romant.0ismo;浪漫主义[làng màn zhǔ yì],浪漫主義[làng màn zhǔ yì]
romantiko;romant.0o;浪漫主义[làng màn zhǔ yì],浪漫主義[làng màn zhǔ yì]
romantikulo;;浪漫派[làng màn pài]
romantismo;romantism.0o;浪漫主义[làng màn zhǔ yì],浪漫主義[làng màn zhǔ yì]
rombo;romb.0o.ZOO;大菱鮃[dà líng píng],大菱鲆[dà líng píng]
rombofiŝo;romb.0ofisxo;多宝鱼[duō bǎo yú],多寶魚[duō bǎo yú]
rombofiŝo;romb.0ofisxo;大菱鮃[dà líng píng],大菱鲆[dà líng píng]
romboedro;romboe.0o;菱面体[líng miàn tǐ],菱麵體[líng miàn tǐ]
romboedro;romboe.0o;菱形六面体[líng xíng liù miàn tǐ],菱形六面體[líng xíng liù miàn tǐ]
Romeo;rome.0o;罗密欧[Luó mì ōu],羅密歐[Luó mì ōu]
romiano;romi.0ano;罗马人[luó mǎ rén],羅馬人[luó mǎ rén]
Romio;romi.0o;古罗马[gǔ Luó mǎ],古羅馬[gǔ Luó mǎ]
rompebla;romp.0ebla;易碎[yì suì]
rompebla;romp.0ebla;脆[cuì]
rompebla;romp.0ebla;娇嫩[jiāo nen],嬌嫩[jiāo nen]
rompi;romp.0i;断[duàn],斷[duàn]
rompi;romp.0i;断绝[duàn jué],斷絕[duàn jué]
rompi;romp.0i;打断[dǎ duàn],打斷[dǎ duàn]
rompi;romp.0i;打破[dǎ pò]
rompi;romp.0i;压碎[yā suì],壓碎[yā suì]
rompi;romp.0i;打碎[dǎ suì]
rompiĝi;romp.0igxi;撞毀[zhuàng huǐ],撞毁[zhuàng huǐ]
rompiĝi;romp.0igxi;冲垮[chōng kuǎ],衝垮[chōng kuǎ]
rompiĝi;romp.0igxi.KOMUNE;震裂[zhèn liè]
rompiĝi;romp.0igxi.KOMUNE;碎裂[suì liè]
rompitaĵo;romp.0itajxo;碎片[suì piàn]
rompitaĵo;romp.0itajxo;砟[zhǎ]
rompitaĵo;romp.0itajxo;瓣[bàn]
rompo;romp.0o;决裂[jué liè],決裂[jué liè]
rompo;romp.0o;隙[xì]
rompo;romp.0o;裂隙[liè xì]
derompi;romp.de0i.KOMUNE;突然停止[tú rán tíng zhǐ]
disrompi;romp.dis0i.KOMUNE;粉碎[fěn suì]
disrompi;romp.dis0i.KOMUNE;打破[dǎ pò]
disrompi;romp.dis0i.KOMUNE;打碎[dǎ suì]
disrompi;romp.dis0i.KOMUNE;摧毀[cuī huǐ],摧毁[cuī huǐ]
disrompiĝi;romp.dis0igxi.KOMUNE;崩[bēng]
disrompiĝi;romp.dis0igxi.KOMUNE;撐破[chēng pò],撑破[chēng pò]
disrompiĝi;romp.dis0igxi.KOMUNE;冲垮[chōng kuǎ],衝垮[chōng kuǎ]
disrompiĝi;romp.dis0igxi.KOMUNE;裂开[liè kāi],裂開[liè kāi]
disrompiĝi;romp.dis0igxi.KOMUNE;迸裂[bèng liè]
enrompi;romp.en0i;撞入[zhuàng rù]
enrompi;romp.en0i;破开[pò kāi],破開[pò kāi]
enrompi;romp.en0i;冲进[chōng jìn],衝進[chōng jìn]
enrompi;romp.en0i;撬門[qiào mén],撬门[qiào mén]
enrompi;romp.en0i;磨合[mò hé]
enrompo;romp.en0o;爆窃[bào qiè],爆竊[bào qiè]
enrompo;romp.en0o;窃案[qiè àn],竊案[qiè àn]
rompiĝema;romp.igxem0a;易碎[yì suì]
rompiĝema;romp.igxem0a;脆[cuì]
rompiĝema;romp.igxem0a;娇嫩[jiāo nen],嬌嫩[jiāo nen]
rompiĝema;romp.igxem0a;脆弱[cuì ruò]
interrompi;romp.inter0i;插話[chā huà],插话[chā huà]
interrompi;romp.inter0i;打断[dǎ duàn],打斷[dǎ duàn]
interrompi;romp.inter0i;間斷[jiàn duàn],间断[jiàn duàn]
interrompi;romp.inter0i;打岔[dǎ chà]
interrompi;romp.inter0i;中断[zhōng duàn],中斷[zhōng duàn]
interrompi;romp.inter0i;插嘴[chā zuǐ]
kaprompa;romp.kap0a;令人头痛[lìng rén tóu tòng],令人頭痛[lìng rén tóu tòng]
kolrompa;romp.kol0a;危险[wēi xiǎn],危險[wēi xiǎn]
kolrompa;romp.kol0a;致命[zhì mìng]
langorompilo;romp.lang0ilo;拗口令[ào kǒu lìng]
langorompilo;romp.lang0ilo;繞口令[rǎo kǒu lìng],绕口令[rǎo kǒu lìng]
senrompa;romp.sen0a;綿綿[mián mián],绵绵[mián mián]
senrompa;romp.sen0a;綿連[mián lián],绵连[mián lián]
senrompa;romp.sen0a;连绵[lián mián],連綿[lián mián]
senrompa;romp.sen0a;不間斷[bù jiān duàn],不间断[bù jiān duàn]
senrompa;romp.sen0a;不断[bù duàn],不斷[bù duàn]
ŝiprompiĝo;romp.sxip0igxo;船舶災難[chuán bó zāi nàn],船舶灾难[chuán bó zāi nàn]
ŝiprompiĝo;romp.sxip0igxo;沉船[chén chuán]
trarompi;romp.tra0i;突破[tū pò]
trarompi;romp.tra0i;攻破[gōng pò]
trarompi;romp.tra0i;冲破[chōng pò],衝破[chōng pò]
trarompi;romp.tra0i;突破瓶頸[tū pò píng jǐng],突破瓶颈[tū pò píng jǐng]
ronda;rond.0a;各个方向[gè ge fāng xiàng],各個方向[gè ge fāng xiàng]
ronda;rond.0a;圆[yuán],圓[yuán]
ronda;rond.0a;成圆形[chéng yuán xíng],成圓形[chéng yuán xíng]
ronda;rond.0a;圆形[yuán xíng],圓形[yuán xíng]
ronda;rond.0a;圜[yuán]
rondigi;rond.0igi;圆形[yuán xíng],圓形[yuán xíng]
rondigi;rond.0igi;圆圈[yuán quān],圓圈[yuán quān]
rondigi;rond.0igi;各个方向[gè ge fāng xiàng],各個方向[gè ge fāng xiàng]
rondigi;rond.0igi;弄圆[lòng yuán],弄圓[lòng yuán]
rondigi;rond.0igi;循环[xún huán],循環[xún huán]
rondo;rond.0o;圆形[yuán xíng],圓形[yuán xíng]
rondo;rond.0o;圈子[quān zi]
rondo;rond.0o;圈[quān]
rondo;rond.0o;圆圈[yuán quān],圓圈[yuán quān]
trafikrondeto;;环形路[huán xíng lù],環形路[huán xíng lù]
trafikrondo;rond.trafik0o;环岛[huán dǎo],環島[huán dǎo]
trafikrondo;rond.trafik0o;圆环[yuán huán],圓環[yuán huán]
trafikrondo;rond.trafik0o;回旋处[huí xuán chù],迴旋處[huí xuán chù]
rodi;rongx.0i;啃[kěn]
rodi;rongx.0i;啮[niè],囓[niè]
rodi;rongx.0i;咋[zé]
rodi;rongx.0i;齕[hé]
rodi;rongx.0i;齧咬[niè yǎo]
rodi;rongx.0i;啮[niè],嚙[niè]
rodi;rongx.0i;齕[hé],龁[hé]
roduloj;rongx.0uloj;啮齿类[niè chǐ lèi],嚙齒類[niè chǐ lèi]
roduloj;rongx.0uloj;啮齿目[niè chǐ mù],嚙齒目[niè chǐ mù]
ĉirkaŭronĝi;rongx.cxirkaux0i;咋[zé]
ronki;ronk.0i;齁[hōu]
ronki;ronk.0i;鼾[hān]
ronki;ronk.0i;打呼[dǎ hū]
ronki;ronk.0i;呼噜[hū lū],呼嚕[hū lū]
ronki;ronk.0i;打鼾[dǎ hān]
ronki;ronk.0i;鼾声[hān shēng],鼾聲[hān shēng]
ronk;;鼾声[hān shēng],鼾聲[hān shēng]
ronrono;;咕隆[gū lōng]
rori;ror.0i;吼[hǒu]
rori;ror.0i;咆[páo]
rori;ror.0i;吼叫[hǒu jiào]
rori;ror.0i;鬫[kàn]
roro;ror.0o;吽[hǒu]
roro;ror.0o;吼[hǒu]
roro;ror.0o;叫声[jiào shēng],叫聲[jiào shēng]
roro;ror.0o;吼声[hǒu shēng],吼聲[hǒu shēng]
roro;ror.0o;轟轟[hōng hōng],轰轰[hōng hōng]
roro;ror.0o;虓[xiāo]
roso;ros.0o;露水[lù shuǐ]
rosino;rosin.0o;葡萄乾[pú tao gān],葡萄干[pú tao gān]
rosino;rosin.0o;葡萄乾兒[pú tao gān r],葡萄干儿[pú tao gān r]
rosino;rosin.0o;葡萄乾[pú táo gān],葡萄干[pú táo gān]
rosmaro;rosmar.0o;海象[hǎi xiàng]
rosmareno;rosmar1.0o;迷迭香[mí dié xiāng]
rostaĵo;rost.0ajxo;烤肉[kǎo ròu]
rosti;rost.0i;炙[zhì]
rosti;rost.0i;烘烤[hōng kǎo]
rosti;rost.0i;炰[páo]
rosti;rost.0i;烧烤[shāo kǎo],燒烤[shāo kǎo]
rosti;rost.0i;煻[táng]
rosti;rost.0i;灴[hóng]
rosti;rost.0i;烤熟[kǎo shú]
rosti;rost.0i;焙[bèi]
rostiĝi;rost.0igxi;灴[hóng]
rostpano;rost.0pano;烤面包[kǎo miàn bāo],烤麵包[kǎo miàn bāo]
rostpano;rost.0pano;吐司[tǔ sī]
rostpano;rost.0pano;土司[tǔ sī]
rostpano;rost.0pano;多士[duō shì]
rostpano;rost.0pano;烘面包[hōng miàn bāo]
kradrosti;rost.krad0i;烘烤[hōng kǎo]
kradrosti;;烤肉[kǎo ròu]
rostruloj;rostr.0uloj;長鼻目[cháng bí mù],长鼻目[cháng bí mù]
rostro;;尖形嘴[jiān xíng zuǐ]
rostro;;長鼻[cháng bí],长鼻[cháng bí]
rotestro;rot.0estro;排長[pái zhǎng],排长[pái zhǎng]
roto;rot.0o.aro_de_kunirantoj;結黨[jié dǎng],结党[jié dǎng]
rotacia;rotaci.0a.TEK;可旋轉[kě xuán zhuǎn],可旋转[kě xuán zhuǎn]
rotacia;rotaci.0a.TEK;循环[xún huán],循環[xún huán]
roto;;连[lián],連[lián]
rotacii;rotaci.0i;打轉[dǎ zhuàn],打转[dǎ zhuàn]
rotacii;rotaci.0i;扭[niǔ]
rotacii;rotaci.0i;轉彎[zhuǎn wān],转弯[zhuǎn wān]
rotacii;rotaci.0i;回转[huí zhuǎn],迴轉[huí zhuǎn]
rotacii;rotaci.0i;循环[xún huán],循環[xún huán]
rotacii;rotaci.0i;輪[lún],轮[lún]
rotacii;rotaci.0i;雟[suí]
rotacii;rotaci.0i;輪轉[lún zhuàn],轮转[lún zhuàn]
rotacio;rotaci.0o.MAT;自轉[zì zhuàn],自转[zì zhuàn]
rotacio;rotaci.0o.TEKAST;自轉[zì zhuàn],自转[zì zhuàn]
rotacio;;旋轉運動[xuán zhuǎn yùn dòng],旋转运动[xuán zhuǎn yùn dòng]
rotango;rotang.0o;藤条[téng tiáo],藤條[téng tiáo]
Roterdamo;roterdam.R0o;鹿特丹[Lù tè dān]
rotoro;rotor.0o;轉子[zhuàn zi],转子[zhuàn zi]
rotoro;rotor.0o;轉子[zhuàn zǐ],转子[zhuàn zǐ]
rotoro;rotor.0o;轉動件[zhuàn dòng jiàn],转动件[zhuàn dòng jiàn]
rotoro;rotor.0o;回轉軸[huí zhuǎn zhóu],回转轴[huí zhuǎn zhóu]
rotoro;rotor.0o;轉動體[zhuǎn dòng tǐ],转动体[zhuǎn dòng tǐ]
roza;roz.0a;桃色[táo sè]
roza;roz.0a.FIG;紅潤[hóng rùn],红润[hóng rùn]
roza;roz.0a.FIG;透紅[tòu hóng],透红[tòu hóng]
roza;roz.0a.FIG;玫瑰色[méi guī sè]
rozeto;roz.0eto;蔷薇结[qiáng wéi jié],薔薇結[qiáng wéi jié]
rozeto;roz.0eto;蔷薇花饰[qiáng wéi huā shì],薔薇花飾[qiáng wéi huā shì]
rozeto;roz.0eto;装饰圆窗[zhuāng shì yuán chuāng],裝飾圓窗[zhuāng shì yuán chuāng]
rozkolora;roz.0kolora;粉色[fěn sè]
rozkolora;roz.0kolora;粉紅[fěn hóng],粉红[fěn hóng]
rozkolora;roz.0kolora;石竹花[shí zhú huā]
rozkolora;roz.0kolora;桃紅[táo hóng],桃红[táo hóng]
rozo;roz.0o;玫瑰花[méi guī huā]
rozo;roz.0o;月季花[yuè jì huā]
rozo;roz.0o;玫[méi]
rozo;roz.0o;蔷薇[qiáng wéi],薔薇[qiáng wéi]
rozarbeto;roz.0ujo;蔷薇灌木[qiáng wéi guàn mù],薔薇灌木[qiáng wéi guàn mù]
rozo;;玫瑰[méi guī]
duŝorozo;roz.dusx0o;喷头[pēn tóu],噴頭[pēn tóu]
marrozoj;roz.mar0oj;海葵[hǎi kuí]
marrozoj;roz.mar0oj;海葵目[hǎi kuí mù]
rozacoj;rozac.0oj;蔷薇科[qiáng wéi kē],薔薇科[qiáng wéi kē]
rozario;rozari.0o.REL;念珠[niàn zhū]
rozario;rozari.0o.REL;玫瑰念珠[méi gui niàn zhū]
Ruando;ruand.R0o;卢安达[Lú ān dá],盧安達[Lú ān dá]
Ruando;ruand.R0o;卢旺达[Lú wàng dá],盧旺達[Lú wàng dá]
rubejo;rub.0ejo;收废站[shōu fèi zhàn],收廢站[shōu fèi zhàn]
rubo;rub.0o.forjxetajxoj;下脚料[xià jiǎo liào],下腳料[xià jiǎo liào]
rubo;rub.0o.ruineroj;瓦砾[wǎ lì],瓦礫[wǎ lì]
rubo;rub.0o.ruineroj;瓦砾堆[wǎ lì duī],瓦礫堆[wǎ lì duī]
rubo;rub.0o.ruineroj;残渣[cán zhā],殘渣[cán zhā]
rubo;rub.0o.senvalorajxoj;垃圾[lā jī]
rubo;rub.0o.senvalorajxoj;拉圾[lā jī]
rubo;rub.0o.senvalorajxoj;粪草[fèn cǎo],糞草[fèn cǎo]
rubo;rub.0o.senvalorajxoj;废料[fèi liào],廢料[fèi liào]
rubo;rub.0o.senvalorajxoj;废物[fèi wù],廢物[fèi wù]
rubo;rub.0o.senvalorajxoj;废弃物[fèi qì wù],廢棄物[fèi qì wù]
rubujo;rub.0ujo;垃圾箱[lā jī xiāng]
rubujo;rub.0ujo;垃圾桶[lā jī tǒng]
rubujo;rub.0ujo;垃圾筒[lā jī tǒng]
ferrubo;rub.fer0o;不値錢的東西[bù zhí qián de dōng xi],不值钱的东西[bù zhí qián de dōng xi]
ferrubo;rub.fer0o;剪報[jiǎn bào],剪报[jiǎn bào]
ferrubo;rub.fer0o;残余物[cán yú wù],殘餘物[cán yú wù]
ferrubo;rub.fer0o;零头[líng tóu],零頭[líng tóu]
rubando;ruband.0o.ornamo;带[dài],帶[dài]
rubando;ruband.0o.ornamo;丝带[sī dài],絲帶[sī dài]
rubando;ruband.0o.ornamo;綬帶[shòu dài],绶带[shòu dài]
rubando;ruband.0o.ornamo;緞帶[duàn dài],缎带[duàn dài]
rubando;ruband.0o.ornamo;色带[sè dài],色帶[sè dài]
rubando;ruband.0o.vindo;尿布[niào bù]
brakrubando;ruband.brak0o;手臂[shǒu bì]
brakrubando;ruband.brak0o;袖标[xiù biāo],袖標[xiù biāo]
brakrubando;ruband.brak0o;釧[chuàn],钏[chuàn]
ŝtrumpa rubando;ruband.sxtrumpa_0o;袜带[wà dài],襪帶[wà dài]
rubeno;ruben.0o;紅寶石[hóng bǎo shí],红宝石[hóng bǎo shí]
rubeolo;rubeol.0o;德国麻疹[Dé guó má zhěn],德國麻疹[Dé guó má zhěn]
rubeolo;rubeol.0o;風疹[fēng zhěn],风疹[fēng zhěn]
rubiacoj;rubi.0oj;茜草科[qiàn cǎo kē]
rubio;rubi1.0o.genro;茜[qiàn]
rubio;rubi1.0o.genro;茜草[qiàn cǎo]
rubio;rubi1.0o.genro;茹藘[rú lú:]
rubidio;rubidi.0o;銣[rú],铷[rú]
rublo;rubl.0o;卢布[lú bù],盧布[lú bù]
rubriko;rubrik.0o;专栏[zhuān lán],專欄[zhuān lán]
rubriko;rubrik.0o;栏目[lán mù],欄目[lán mù]
rubusbero;rubus.0bero;黑莓子[hēi méi zi]
rubuso;rubus.0o;荆棘[jīng jí],荊棘[jīng jí]
rubuso;rubus.0o;蔂[léi],虆[léi]
rubuso;;荼蘼[tú mí]
rubuso;;黑莓[hēi méi]
rudimenta;rudime.0a;低級[dī jí],低级[dī jí]
rudimenta;rudime.0a;简陋[jiǎn lòu],簡陋[jiǎn lòu]
ruditapo;ruditap.0o;文蛤[wén gé]
Rudolfo;rudolf.0o.NOM;魯道夫[lǔ dào fū],鲁道夫[lǔ dào fū]
rudristo;rudr.0isto;艄公[shāo gōng]
rudro;rudr.0o;舵[duò]
rudro;rudr.0o;船舵[chuán duò]
rufa;ruf.0a;紅頭[hóng tóu],红头[hóng tóu]
rufa;ruf.0a;紅髮[hóng fà],红发[hóng fà]
rugbeo;rugbe.0o;橄榄球[gǎn lǎn qiú],橄欖球[gǎn lǎn qiú]
rugbeo;rugbe.0o;英式橄榄球[Yīng shì gǎn lǎn qiú],英式橄欖球[Yīng shì gǎn lǎn qiú]
ruĝiĝi;rugx.0igxi;发红[fā hóng],發紅[fā hóng]
ruĝiĝi;rugx.0igxi;紅臉[hóng liǎn],红脸[hóng liǎn]
ruĝiĝi;rugx.0igxi;飛紅[fēi hóng],飞红[fēi hóng]
ruĝiĝi;rugx.0igxi;泛紅[fàn hóng],泛红[fàn hóng]
ruĝiĝi;rugx.0igxi;脸红[liǎn hóng],臉紅[liǎn hóng]
ruĝiĝi;rugx.0igxi;羞紅[xiū hóng],羞红[xiū hóng]
ruĝiĝi;rugx.0igxi;使紅[shǐ hóng],使红[shǐ hóng]
ruĝiĝi;rugx.0igxi;涨红[zhàng hóng],漲紅[zhàng hóng]
ruĝvanga;rugx.0vanga;紅潤[hóng rùn],红润[hóng rùn]
transruĝa;rugx.trans0a;紅外[hóng wài],红外[hóng wài]
ruina;ruin.0a;崩[bēng]
ruina;ruin.0a;坏掉[huài diào],壞掉[huài diào]
ruinaĵo;ruin.0ajxo;废墟[fèi xū],廢墟[fèi xū]
ruinigi;ruin.0igi;偾[fèn],僨[fèn]
ruinigi;ruin.0igi;残[cán],殘[cán]
ruinigi;ruin.0igi;窳敗[yǔ bài],窳败[yǔ bài]
ruinigi;ruin.0igi;崩[bēng]
ruinigi;ruin.0igi;糟蹋[zāo tà]
ruino;;故址[gù zhǐ]
ruino;;遗址[yí zhǐ],遺址[yí zhǐ]
ruino;;墟[xū]
ruĵo;rujx.0o;口紅[kǒu hóng],口红[kǒu hóng]
rukt;rukt.0;哕[huì],噦[huì]
rukti;rukt.0i;嗝[gé]
rukti;rukt.0i;嗳气[ǎi qì],噯氣[ǎi qì]
rukto;rukt.0o;飽嗝[bǎo gé],饱嗝[bǎo gé]
rulado;rul.0ado.KOMP;執行[zhí xíng],执行[zhí xíng]
rulaĵo;rul.0ajxo;卷[juǎn],捲[juǎn]
rulaĵo;rul.0ajxo;輥[gǔn],辊[gǔn]
ruli;rul.0i.KOMP;執行[zhí xíng],执行[zhí xíng]
ruli;rul.0i.KOMUNE;滚动[gǔn dòng],滾動[gǔn dòng]
ruli;rul.0i.KOMUNE;滚[gǔn],滾[gǔn]
ruliĝi;rul.0igxi;軲[gū],轱[gū]
rulĵeti;rul.0jxeti;礧[lèi]
rulo;rul.0o;滚子[gǔn zi],滾子[gǔn zi]
rulo;rul.0o;卷[juǎn]
rulo;rul.0o;纏[chán],缠[chán]
rultempa;rul.0tempa;运行时[yùn xíng shí],運行時[yùn xíng shí]
rultempa;rul.0tempa;运行时间[yùn xíng shí jiān],運行時間[yùn xíng shí jiān]
rulumi;rul.0umi;滚动[gǔn dòng],滾動[gǔn dòng]
rulumskalo;rul.0umskalo;滚动条[gǔn dòng tiáo],滾動條[gǔn dòng tiáo]
kunruli;rul.kun0i;打滚[dǎ gǔn],打滾[dǎ gǔn]
kunruli;rul.kun0i;卷[juǎn],捲[juǎn]
kunruli;rul.kun0i;縈[yíng],萦[yíng]
kunruli;rul.kun0i;纏[chán],缠[chán]
kunruli;rul.kun0i;蟠[pán]
kunruliĝi;rul.kun0igxi;蜷縮[quán suō],蜷缩[quán suō]
kunruliĝi;rul.kun0igxi;拳曲[quán qū]
ruleto;rulet.0o;罗盘度[luó pán dù],羅盤度[luó pán dù]
ruleto;rulet.0o;輪盤賭[lún pán dǔ],轮盘赌[lún pán dǔ]
rumo;rum.0o;兰姆酒[lán mǔ jiǔ],蘭姆酒[lán mǔ jiǔ]
rumano;ruman.0o;罗马尼亚人[luó mǎ ní yà rén],羅馬尼亞人[luó mǎ ní yà rén]
Rumanujo;ruman.R0ujo;罗马尼亚[Luó mǎ ní yà],羅馬尼亞[Luó mǎ ní yà]
Rumanio;rumani.R0o;罗马尼亚[Luó mǎ ní yà],羅馬尼亞[Luó mǎ ní yà]
rumbo;rumb1.0o.danco;伦巴[lún bā],倫巴[lún bā]
rumekso;rumeks.0o;蓫[zhǔ]
rumori;rumor.0i.SON;喧嚣[xuān xiāo],喧囂[xuān xiāo]
rumoro;rumor.0o;喧哗[xuān huá],喧嘩[xuān huá]
rumoro;rumor.0o;喧腾[xuān téng],喧騰[xuān téng]
runo;run.0o;卢恩字母[lú ēn zì mǔ],盧恩字母[lú ēn zì mǔ]
runo;run.0o;符文[fú wén]
runo;run.0o;如尼字母[rú ní zì mǔ]
rundi;rund.0i.MIL;巡逻[xún luó],巡邏[xún luó]
rundo;rund.0o.MIL;巡視圈[xún shì quān],巡视圈[xún shì quān]
rundo;rund.0o.MIL;巡逻区域[xún luó qū yù],巡邏區域[xún luó qū yù]
rundo;rund.0o.MIL;視察區[shì chá qū],视察区[shì chá qū]
rundo;rund1.0o.POL;輪[lún],轮[lún]
rundo;rund1.0o.SPO;围垦[wéi kěn],圍墾[wéi kěn]
rundo;rund1.0o.SPO;首回合[shǒu huí hé]
rupio;rupi.0o;卢比[lú bǐ],盧比[lú bǐ]
rurikido;rurik.0ido;留里克王朝[liú lǐ kè wáng cháo]
Ruriko;rurik.0o;留里克[Liú lǐ kè]
ruso;rus.0o;俄[Á]
ruso;rus.0o;俄罗斯人[é luó sī rén],俄羅斯人[é luó sī rén]
Rusa Federacio;rus.R0aFederacio;俄罗斯联邦[Á luó sī Lián bāng],俄羅斯聯邦[Á luó sī Lián bāng]
Rusa Federacio;rus.R0aFederacio;俄联邦[Á Lián bāng],俄聯邦[Á Lián bāng]
Rusa Federacio;rus.R0aFederacio;俄罗斯联邦[é luó sī lián bāng],俄羅斯聯邦[é luó sī lián bāng]
Ruslanda Imperio;rus.R0aImperio;俄罗斯帝国[é luó sī dì guó],俄羅斯帝國[é luó sī dì guó]
Ruslanda Imperio;rus.R0aImperio;俄罗斯帝国[Á luó sī Dì guó],俄羅斯帝國[Á luó sī Dì guó]
rusino;rus.in0o;俄罗斯人[é luó sī rén],俄羅斯人[é luó sī rén]
rusti;rust.0i;生銹[shēng xiù],生锈[shēng xiù]
rusto;rust.0o;鐵鏽[tiě xiù],铁锈[tiě xiù]
rusto;rust.0o;鏽[xiù],锈[xiù]
rusto;rust.0o;銹蝕[xiù shí],锈蚀[xiù shí]
rustika;rustik.0a;土头土脑[tǔ tóu tǔ nǎo],土頭土腦[tǔ tóu tǔ nǎo]
rusulo;rusul.0o;紅菇科[hóng gū kē],红菇科[hóng gū kē]
rusulacoj;rusulac.0oj;紅菇科[hóng gū kē],红菇科[hóng gū kē]
rutacoj;rutac.0oj;芸香科[yún xiāng kē]
rutenio;ruteni.0o;釕[liǎo],钌[liǎo]
ruterfordio;ruterfordi.0o;鑪[lú]
ruterfordio;ruterfordi.0o;鑪[lú],𬬻[lú]
rutina;rutin.0a;例行[lì xíng]
rutino;rutin.0o;定例[dìng lì]
rutino;rutin.0o;常务[cháng wù],常務[cháng wù]
rutino;rutin.0o;忕[shì]
rutino;rutin.0o;日常工作[rì cháng gōng zuò]
rutino;rutin.0o.PSI;俗事[sú shì]
rutino;;日常习惯[rì cháng xí guàn],日常習慣[rì cháng xí guàn]
rutinulo;rutin.0ulo;能人[néng rén]
rutinulo;rutin.0ulo;专业人士[zhuān yè rén shì],專業人士[zhuān yè rén shì]
rutinulo;rutin.0ulo;达人[dá rén],達人[dá rén]
ruza;ruz.0a;狡[jiǎo]
ruza;ruz.0a;狡詐[jiǎo zhà],狡诈[jiǎo zhà]
ruza;ruz.0a;毚[chán]
ruza;ruz.0a;狯[kuài],獪[kuài]
ruza;ruz.0a;猾[huá]
ruza;ruz.0a;詭[guǐ],诡[guǐ]
ruza;ruz.0a;黠[xiá]
ruza;ruz.0a;狡黠[jiǎo xiá]
ruzi;ruz.0i;詐[zhà],诈[zhà]
ruzaĵo;ruz.0o0ajxo;詭計[guǐ jì],诡计[guǐ jì]
ruzaĵo;ruz.0o0ajxo;花招[huā zhāo]
ruzaĵo;ruz.0o0ajxo;花样[huā yàng],花樣[huā yàng]
ruzaĵo;ruz.0o0ajxo;計謀[jì móu],计谋[jì móu]
superruzi;ruz.super0i;晁三暮四[zhāo sān mù sì]
superruzi;ruz.super0i;智勝[zhì shèng],智胜[zhì shèng]
superruzi;ruz.super0i;矇騙[mēng piàn],蒙骗[mēng piàn]
